material_entity_id	material_entity_type	material_entity_type_iri	material_entity_type_vocabulary	institution_code	institution_id	owner_institution_code	owner_institution_id	collection_code	collection_id	catalog_number	other_catalog_numbers	record_number	preparations	disposition	verbatim_label	associated_sequences	material_citation	material_entity_remarks	material_gathering_id	evidence_for_occurrence_id	derived_from_material_entity_id	derivation_type	derivation_type_iri	derivation_type_vocabulary	part_of_material_entity_id
ECOSUR-SC:ECOAB:26981	Organism			ECOSUR-SC				ECOAB		26981	ECOSUR-SC:ECOAB:26981								7b6db6f2-d6a8-4eec-b8b8-ca8a08a4a3ee	9a079614-b9da-4d12-a652-faad10fda4b6					
ECOSUR-SC:ECOAB:26983	Organism			ECOSUR-SC				ECOAB		26983	ECOSUR-SC:ECOAB:26983								d9d77f7e-dccb-44d6-a01d-e92e56fe08a8	9a5b8ad8-5a7c-4745-ae38-fc292e1f7b09					
ECOSUR-SC:ECOAB:26985	Organism			ECOSUR-SC				ECOAB		26985	ECOSUR-SC:ECOAB:26985								0557966d-b06e-4d22-9a32-b20d5cb7563f	4b0da2a0-3786-4a6c-b078-1232dcd44380					
ECOSUR-SC:ECOAB:26986	Organism			ECOSUR-SC				ECOAB		26986	ECOSUR-SC:ECOAB:26986								103eaf82-58f0-4ed7-8393-d7fa1b341862	babf2ad8-8b15-4545-8426-071bec82009c					
ECOSUR-SC:ECOAB:26987	Organism			ECOSUR-SC				ECOAB		26987	ECOSUR-SC:ECOAB:26987								64c9cdbb-f7ad-44ee-b25c-cfd82595c7af	e976d397-8120-43f6-b507-24944fbf7076					
ECOSUR-SC:ECOAB:26988	Organism			ECOSUR-SC				ECOAB		26988	ECOSUR-SC:ECOAB:26988								9f399de5-c023-49cc-839b-be61c5b8ba3f	d439c7d3-18b7-40b8-a28a-11c29ccbf96f					
ECOSUR-SC:ECOAB:26989	Organism			ECOSUR-SC				ECOAB		26989	ECOSUR-SC:ECOAB:26989								217f26c7-77e7-4824-b318-eaa85836bc6b	4afac77a-1822-4f7e-aa64-a220d9f297b0					
ECOSUR-SC:ECOAB:26990	Organism			ECOSUR-SC				ECOAB		26990	ECOSUR-SC:ECOAB:26990								e9ab6ac8-bad7-40b3-a2cd-668940198c7d	6741f14c-e76b-4eb8-9778-9e2259e5d9e7					
ECOSUR-SC:ECOAB:26997	Organism			ECOSUR-SC				ECOAB		26997	ECOSUR-SC:ECOAB:26997								8044abc0-7677-48a6-b1ed-4b6acf5222f7	04ea57e3-ad0e-4f9a-916d-9e417bdabc0b					
ECOSUR-SC:ECOAB:26999	Organism			ECOSUR-SC				ECOAB		26999	ECOSUR-SC:ECOAB:26999								97929c38-d09e-4958-a2ec-c8377431f19c	33d42a7f-7227-471c-b968-ab76674c6939					
ECOSUR-SC:ECOAB:27002	Organism			ECOSUR-SC				ECOAB		27002	ECOSUR-SC:ECOAB:27002								3662ccc5-ae38-4742-9f5b-75e97f8cfe5a	79d197af-6200-4a68-ab55-8cfbef26fe83					
ECOSUR-SC:ECOAB:27014	Organism			ECOSUR-SC				ECOAB		27014	ECOSUR-SC:ECOAB:27014								df2c4c54-a342-454f-9bdc-3112bd986a25	18d9d982-40be-42ec-b213-7122047f325e					
ECOSUR-SC:ECOAB:27019	Organism			ECOSUR-SC				ECOAB		27019	ECOSUR-SC:ECOAB:27019								08eb50f7-b923-4a74-95ad-17cc15c60703	80361be7-73c3-40a6-9957-c6baa1313586					
ECOSUR-SC:ECOAB:27021	Organism			ECOSUR-SC				ECOAB		27021	ECOSUR-SC:ECOAB:27021								c141caa3-3ff1-4205-a0e1-3cc729d1aa05	74972946-d28b-402f-a1f4-089ef4493cd7					
ECOSUR-SC:ECOAB:27024	Organism			ECOSUR-SC				ECOAB		27024	ECOSUR-SC:ECOAB:27024								c3bac0d3-62de-4daf-8c2b-54fb85b6594e	13803854-f26d-430f-bc4a-8f3df00ac25e					
ECOSUR-SC:ECOAB:27030	Organism			ECOSUR-SC				ECOAB		27030	ECOSUR-SC:ECOAB:27030								97921574-09b4-4e4e-9464-b5b8f9f585b5	f58aab2a-c812-4706-8f58-a4e75ffc26a0					
ECOSUR-SC:ECOAB:27031	Organism			ECOSUR-SC				ECOAB		27031	ECOSUR-SC:ECOAB:27031								90124fc3-9bf7-4295-aaf6-98f6e8f7dd9e	78b7b4f0-f18f-4b74-8b17-fe699fc4f5ef					
ECOSUR-SC:ECOAB:27032	Organism			ECOSUR-SC				ECOAB		27032	ECOSUR-SC:ECOAB:27032								aec156c5-5491-4006-ac9f-2d621054e39b	56cb70b2-e16a-4297-afd4-37635f214972					
ECOSUR-SC:ECOAB:27033	Organism			ECOSUR-SC				ECOAB		27033	ECOSUR-SC:ECOAB:27033								c08a794e-9b42-4038-bc79-508ae5618035	224a9899-89a6-48ef-b8da-b01ef25f5ff0					
ECOSUR-SC:ECOAB:27034	Organism			ECOSUR-SC				ECOAB		27034	ECOSUR-SC:ECOAB:27034								0ae5de00-723d-4845-9568-85fbcfc5aa03	0fbc211f-9f3b-4b8b-b948-2d69bb4cbe87					
ECOSUR-SC:ECOAB:27035	Organism			ECOSUR-SC				ECOAB		27035	ECOSUR-SC:ECOAB:27035								e5ec6b2d-a926-4a57-9c79-17fd2c6b43b9	3b67b11d-5eb6-46f6-af86-bba33dc4dc8e					
ECOSUR-SC:ECOAB:27036	Organism			ECOSUR-SC				ECOAB		27036	ECOSUR-SC:ECOAB:27036								7f8eff69-47bc-4dcb-a188-266cf4b4608c	bda7ff60-4f51-43c6-baf0-036c5da8a894					
ECOSUR-SC:ECOAB:27037	Organism			ECOSUR-SC				ECOAB		27037	ECOSUR-SC:ECOAB:27037								87fedd33-6a5d-4508-b58e-9260d3b16ff2	176f588b-f1b1-48bb-b925-f98cf69b6c4d					
ECOSUR-SC:ECOAB:27038	Organism			ECOSUR-SC				ECOAB		27038	ECOSUR-SC:ECOAB:27038								b8b94b75-358e-42b4-b107-daef5659a5f4	91aa0993-10f3-4590-a533-d1265f9c9815					
ECOSUR-SC:ECOAB:27039	Organism			ECOSUR-SC				ECOAB		27039	ECOSUR-SC:ECOAB:27039								d64d90c8-50dc-457b-88b3-50bf69a6eb95	25dfa161-92b0-4e64-b8b0-b8ef7f841139					
ECOSUR-SC:ECOAB:27040	Organism			ECOSUR-SC				ECOAB		27040	ECOSUR-SC:ECOAB:27040								cd647a42-9bf1-4717-b167-47c1055be6af	ae929996-20e4-4a5e-ac52-b1778886894e					
ECOSUR-SC:ECOAB:27041	Organism			ECOSUR-SC				ECOAB		27041	ECOSUR-SC:ECOAB:27041								1e4fdaa7-0193-430d-9d3c-2d7343ddc4c0	c0dd34e3-e78f-426f-84a7-a8e8cf696b4d					
ECOSUR-SC:ECOAB:27045	Organism			ECOSUR-SC				ECOAB		27045	ECOSUR-SC:ECOAB:27045								a4e40380-3383-4c38-84ad-046c802778e7	d5f3aea2-8160-40d5-8027-49295017fdad					
ECOSUR-SC:ECOAB:27046	Organism			ECOSUR-SC				ECOAB		27046	ECOSUR-SC:ECOAB:27046								8732969e-48f0-4e32-ae41-ecb0ded2516a	b9cfb7ca-c2c1-441d-a922-5f38152e4909					
ECOSUR-SC:ECOAB:27047	Organism			ECOSUR-SC				ECOAB		27047	ECOSUR-SC:ECOAB:27047								8d55ffe2-a66f-4951-acc7-7e8d7c05efd0	2340a8fa-4725-45b7-8a3c-0847f9392ea1					
ECOSUR-SC:ECOAB:27049	Organism			ECOSUR-SC				ECOAB		27049	ECOSUR-SC:ECOAB:27049								3d802f77-e526-42c7-89cc-7d7cc0400b2b	72112dbd-932c-4a03-8d7b-96fef7210b15					
ECOSUR-SC:ECOAB:27050	Organism			ECOSUR-SC				ECOAB		27050	ECOSUR-SC:ECOAB:27050								b75c3928-a767-4fdb-9aaa-90b1ca76386c	6f657636-82ce-4765-be1e-9f6abbec2eab					
ECOSUR-SC:ECOAB:27051	Organism			ECOSUR-SC				ECOAB		27051	ECOSUR-SC:ECOAB:27051								d39ce36a-5a35-4610-9974-e29f828bed6b	ee4ab114-ee2d-4a5e-ae3c-3f3ab0537c5d					
ECOSUR-SC:ECOAB:27052	Organism			ECOSUR-SC				ECOAB		27052	ECOSUR-SC:ECOAB:27052								ba5665a2-7537-4d80-bc3c-0ae2307d4b5d	aedde9d2-64aa-4e1e-84d5-f3d09399b50d					
ECOSUR-SC:ECOAB:27053	Organism			ECOSUR-SC				ECOAB		27053	ECOSUR-SC:ECOAB:27053								e0a917f8-8a38-491a-9a67-7cad127adb3e	4a8fad6f-69db-46f3-9bca-76b3eb6c7bb5					
ECOSUR-SC:ECOAB:27054	Organism			ECOSUR-SC				ECOAB		27054	ECOSUR-SC:ECOAB:27054								78098bbb-20f6-4344-ab36-adc2eca7ff64	bd774343-8ae7-433b-90c7-a64d6411933d					
ECOSUR-SC:ECOAB:27055	Organism			ECOSUR-SC				ECOAB		27055	ECOSUR-SC:ECOAB:27055								f0d1fbb5-de76-41da-97e7-6f75e1123f4e	f60a8ca8-89c0-472e-a3ef-0ddda49b18b3					
ECOSUR-SC:ECOAB:27060	Organism			ECOSUR-SC				ECOAB		27060	ECOSUR-SC:ECOAB:27060								392db4f4-5f24-40f5-af42-48df6257e660	8b15aa52-1d85-41e4-b8fb-548c474092d6					
ECOSUR-SC:ECOAB:27061	Organism			ECOSUR-SC				ECOAB		27061	ECOSUR-SC:ECOAB:27061								f3b9b6d0-51b7-40e1-bf49-d8cef6d8750d	87816d85-78ac-4a15-95fb-135db29d168e					
ECOSUR-SC:ECOAB:27062	Organism			ECOSUR-SC				ECOAB		27062	ECOSUR-SC:ECOAB:27062								5ddb2d94-ba0e-4171-9d53-d77a1ac79d8b	4d019a47-e371-402c-a476-79b0b613028c					
ECOSUR-SC:ECOAB:27063	Organism			ECOSUR-SC				ECOAB		27063	ECOSUR-SC:ECOAB:27063								d4e2423c-e875-49ec-914e-477096152443	a732fadd-2dd2-47b9-8ff5-396a69fc5f78					
ECOSUR-SC:ECOAB:27064	Organism			ECOSUR-SC				ECOAB		27064	ECOSUR-SC:ECOAB:27064								ae114ed5-7b41-4202-aa5c-ece0912da62c	26250e5b-e3be-4fd9-b593-3a57aa3341bd					
ECOSUR-SC:ECOAB:27065	Organism			ECOSUR-SC				ECOAB		27065	ECOSUR-SC:ECOAB:27065								9471cc05-dc54-4f7f-a95d-29cf06753f10	05b3cdde-a5c1-40aa-900b-02098e1a49e5					
ECOSUR-SC:ECOAB:27066	Organism			ECOSUR-SC				ECOAB		27066	ECOSUR-SC:ECOAB:27066								c25492e2-bcc1-4aec-a9bf-e7f3040bddc3	1cbe0f1b-91e8-409c-8e2a-8de423b0f4f7					
ECOSUR-SC:ECOAB:27067	Organism			ECOSUR-SC				ECOAB		27067	ECOSUR-SC:ECOAB:27067								633569e4-05eb-492d-aa99-bc512af8fe52	7a3e775e-cf65-4490-a6df-7f9fa4becbef					
ECOSUR-SC:ECOAB:27068	Organism			ECOSUR-SC				ECOAB		27068	ECOSUR-SC:ECOAB:27068								5e121165-db7c-4c96-a906-7c6e5aa60538	392ecf67-172b-4b37-bbb2-06b070ec507a					
ECOSUR-SC:ECOAB:27069	Organism			ECOSUR-SC				ECOAB		27069	ECOSUR-SC:ECOAB:27069								8a2f8d91-a97a-48e7-8bb8-0d1422a0b4c2	5ef520a0-1879-4e4a-bcaf-a109a5f64832					
ECOSUR-SC:ECOAB:27070	Organism			ECOSUR-SC				ECOAB		27070	ECOSUR-SC:ECOAB:27070								1dddfd15-0889-4e9f-9643-78c809c24397	dceb8f9b-7822-4ce4-93e1-748f5b60508c					
ECOSUR-SC:ECOAB:27071	Organism			ECOSUR-SC				ECOAB		27071	ECOSUR-SC:ECOAB:27071								91e55a01-e601-477a-aac2-3683828f8b44	30dd070b-6e85-4e5b-95e1-db8be718deec					
ECOSUR-SC:ECOAB:27072	Organism			ECOSUR-SC				ECOAB		27072	ECOSUR-SC:ECOAB:27072								243232f3-5882-4a01-8f9d-34045affd889	2d319318-44dd-410e-ba77-63bbbae94cc0					
ECOSUR-SC:ECOAB:27073	Organism			ECOSUR-SC				ECOAB		27073	ECOSUR-SC:ECOAB:27073								f638c2f6-bb88-4797-b2d4-647adf37d471	eb62dc31-fe3c-46a8-9e07-300885f7d28b					
ECOSUR-SC:ECOAB:27074	Organism			ECOSUR-SC				ECOAB		27074	ECOSUR-SC:ECOAB:27074								5647b018-3ff3-4ec7-b7c2-fffbfc391faa	5fe66f14-65b0-4c46-9358-a9f6a3340760					
ECOSUR-SC:ECOAB:27120	Organism			ECOSUR-SC				ECOAB		27120	ECOSUR-SC:ECOAB:27120								eb7c246f-a7e4-49a6-a567-c696b0107508	df0a1fb5-5192-45c7-9007-73787157f5c7					
ECOSUR-SC:ECOAB:27268	Organism			ECOSUR-SC				ECOAB		27268	ECOSUR-SC:ECOAB:27268								46d496b6-4ba3-44bd-9ee0-a203baabaf74	c62552c2-7e10-4f30-bceb-1fc25a8d65c6					
ECOSUR-SC:ECOAB:27269	Organism			ECOSUR-SC				ECOAB		27269	ECOSUR-SC:ECOAB:27269								556e98c6-c5fd-4059-9db3-3a694866424d	c4dc07d8-c07e-43b2-a0a0-09dc4586b358					
ECOSUR-SC:ECOAB:27270	Organism			ECOSUR-SC				ECOAB		27270	ECOSUR-SC:ECOAB:27270								3cfc6830-0bca-4f92-89cd-b9db8653d189	8b66b2ea-76b5-4d2d-808f-d48e9bbe175d					
ECOSUR-SC:ECOAB:27271	Organism			ECOSUR-SC				ECOAB		27271	ECOSUR-SC:ECOAB:27271								6509c9f3-f573-4ab2-8375-f2ea4b59f65b	0af72a93-cc0a-4643-9842-06b3146037de					
ECOSUR-SC:ECOAB:27272	Organism			ECOSUR-SC				ECOAB		27272	ECOSUR-SC:ECOAB:27272								a1126037-4547-49d6-a120-e074375ec7e3	29f3a39f-1fee-4262-a4d1-01d1a2677710					
ECOSUR-SC:ECOAB:27273	Organism			ECOSUR-SC				ECOAB		27273	ECOSUR-SC:ECOAB:27273								ca469cdd-90f7-4ae4-b935-5049660032de	3ab058ff-3289-4ded-ae6e-54322a67cc6d					
ECOSUR-SC:ECOAB:27274	Organism			ECOSUR-SC				ECOAB		27274	ECOSUR-SC:ECOAB:27274								ca962d72-e19c-43fc-b621-624a603d5616	25a1d119-24a7-4b0d-af65-5e61ba643d1e					
ECOSUR-SC:ECOAB:27276	Organism			ECOSUR-SC				ECOAB		27276	ECOSUR-SC:ECOAB:27276								4c7a615d-15f2-4c39-a981-0182fda5bb54	ebc83b26-5c4d-484e-9a08-853cccd17ba1					
ECOSUR-SC:ECOAB:27277	Organism			ECOSUR-SC				ECOAB		27277	ECOSUR-SC:ECOAB:27277								af63e959-b3cc-4e19-82b6-5f65f6815214	f45d6821-ce38-4758-9829-e427e4f8a600					
ECOSUR-SC:ECOAB:27278	Organism			ECOSUR-SC				ECOAB		27278	ECOSUR-SC:ECOAB:27278								43bd45b8-8230-4d84-a833-dfd00f72fe05	bf2e33ff-4c8f-4c3b-8ee5-cf814e41d340					
ECOSUR-SC:ECOAB:27279	Organism			ECOSUR-SC				ECOAB		27279	ECOSUR-SC:ECOAB:27279								8b7d9aea-dc9b-4caa-91b2-f839909c732e	e6162658-2389-4af1-971e-e2d0a08e74af					
ECOSUR-SC:ECOAB:27282	Organism			ECOSUR-SC				ECOAB		27282	ECOSUR-SC:ECOAB:27282								aa256767-2b52-4072-bcf4-0cb4b9e5c311	ce3968aa-cebd-4185-9fb6-824b5babaf0a					
ECOSUR-SC:ECOAB:27283	Organism			ECOSUR-SC				ECOAB		27283	ECOSUR-SC:ECOAB:27283								ec65cc0e-ab4b-4ce9-8f30-3ac041f7dcb9	87ad1fb1-10be-4ff7-8726-a3ab331b1224					
ECOSUR-SC:ECOAB:27284	Organism			ECOSUR-SC				ECOAB		27284	ECOSUR-SC:ECOAB:27284								c1ba2288-dde7-4c36-a80a-692b886a677d	89716719-cf87-4437-8271-c18c78646de4					
ECOSUR-SC:ECOAB:27285	Organism			ECOSUR-SC				ECOAB		27285	ECOSUR-SC:ECOAB:27285								60ea4517-9e49-45cd-8fc5-61750b4bf74a	f9b71eb4-8f34-4429-bf5d-aee26d9c55d1					
ECOSUR-SC:ECOAB:27286	Organism			ECOSUR-SC				ECOAB		27286	ECOSUR-SC:ECOAB:27286								a326d549-57bf-46df-8820-73c77a39b700	fb668d60-5648-4d75-b25e-5cbc439b6c0e					
ECOSUR-SC:ECOAB:27292	Organism			ECOSUR-SC				ECOAB		27292	ECOSUR-SC:ECOAB:27292								51c109a5-fda6-4676-a856-b96f4402a5e0	d1cd7e4a-02b7-4c4c-8998-3356f75f7bb9					
ECOSUR-SC:ECOAB:27293	Organism			ECOSUR-SC				ECOAB		27293	ECOSUR-SC:ECOAB:27293								eba33f17-ad5c-40b5-bb0e-6333afb6f157	6bffe49f-f5c6-4f35-8c6f-8566013e1c6a					
ECOSUR-SC:ECOAB:27294	Organism			ECOSUR-SC				ECOAB		27294	ECOSUR-SC:ECOAB:27294								f8247d52-500d-4ca4-84a6-31e9aeacb2a9	50231ddb-81b3-4c49-b760-7ec8353c4db3					
ECOSUR-SC:ECOAB:27533	Organism			ECOSUR-SC				ECOAB		27533	ECOSUR-SC:ECOAB:27533								50dffe67-b978-43c4-95d8-0d9ec225e421	e1b8c0a0-4b07-463f-8e88-30b9b756abfe					
ECOSUR-SC:ECOAB:27618	Organism			ECOSUR-SC				ECOAB		27618	ECOSUR-SC:ECOAB:27618								a80efd9f-a82b-4974-8fe2-78b075ef5e8b	7f6a4937-5d34-4c9c-8691-c72aa0e90f57					
ECOSUR-SC:ECOAB:27637	Organism			ECOSUR-SC				ECOAB		27637	ECOSUR-SC:ECOAB:27637								c40fea7d-3090-4fc0-a726-e4fb2a629d3a	982cc68f-cfae-473e-a2cb-ad77564f0d88					
ECOSUR-SC:ECOAB:27638	Organism			ECOSUR-SC				ECOAB		27638	ECOSUR-SC:ECOAB:27638								2ca3ef0a-020e-45c0-88b6-ace0cb8323b0	ecf368c6-aecf-4aa1-a7dc-da4fb1445a47					
ECOSUR-SC:ECOAB:27639	Organism			ECOSUR-SC				ECOAB		27639	ECOSUR-SC:ECOAB:27639								ffeb081e-e86f-426c-a702-cca5d2d6bd44	43f500ae-0388-4936-9293-1f2fdacd2b93					
ECOSUR-SC:ECOAB:27640	Organism			ECOSUR-SC				ECOAB		27640	ECOSUR-SC:ECOAB:27640								fcbdba82-b8b4-40f3-a163-43137b283bb8	64ac5bd5-550b-4203-a946-9c433d12add0					
ECOSUR-SC:ECOAB:27641	Organism			ECOSUR-SC				ECOAB		27641	ECOSUR-SC:ECOAB:27641								2906febf-ec96-4030-acfc-9e02000fe156	0c017a90-2236-452d-91d3-5c645ee2208d					
ECOSUR-SC:ECOAB:27642	Organism			ECOSUR-SC				ECOAB		27642	ECOSUR-SC:ECOAB:27642								69ada865-41e1-442a-aac6-9ece2ae4ee78	d1cc0c5a-4f54-4f8c-afab-023f4c772787					
ECOSUR-SC:ECOAB:27643	Organism			ECOSUR-SC				ECOAB		27643	ECOSUR-SC:ECOAB:27643								dd233948-c9d6-42c7-a269-9bc4c41c0b53	b82d5409-6ac7-493d-b4f1-d623b06a49f3					
ECOSUR-SC:ECOAB:27644	Organism			ECOSUR-SC				ECOAB		27644	ECOSUR-SC:ECOAB:27644								40dd2503-274a-4c4e-963e-e0dce55a39cf	2d25fb93-2a51-4f56-ac6d-e3bf73ac5359					
ECOSUR-SC:ECOAB:27645	Organism			ECOSUR-SC				ECOAB		27645	ECOSUR-SC:ECOAB:27645								d12bf5fc-93f8-460e-a5e6-d11355dd708a	4d0a922b-a2db-4747-8e1d-7bc8d123fba0					
ECOSUR-SC:ECOAB:27646	Organism			ECOSUR-SC				ECOAB		27646	ECOSUR-SC:ECOAB:27646								d6ae9b51-06f4-4e0d-b756-61b6e842e9a1	9abe1971-b634-4ae7-a5cd-3c53401c2838					
ECOSUR-SC:ECOAB:27647	Organism			ECOSUR-SC				ECOAB		27647	ECOSUR-SC:ECOAB:27647								d104ab30-bfe2-4211-967f-91d3573bd14f	9f516250-b014-4562-9a36-befa1feb1a35					
ECOSUR-SC:ECOAB:27648	Organism			ECOSUR-SC				ECOAB		27648	ECOSUR-SC:ECOAB:27648								6b1664a1-54d3-4561-ad32-8da33a938c1a	b379155c-15fa-417d-af76-8e058a7492ab					
ECOSUR-SC:ECOAB:27649	Organism			ECOSUR-SC				ECOAB		27649	ECOSUR-SC:ECOAB:27649								356a261c-0e2f-48e7-8e3f-149f2ac0b8ff	68689856-8e30-4afe-abab-798ad3ab38f9					
ECOSUR-SC:ECOAB:27650	Organism			ECOSUR-SC				ECOAB		27650	ECOSUR-SC:ECOAB:27650								a4cd2690-e053-4a62-9d71-f206ec34942a	e39e9500-e8eb-4932-a5ef-4f27df583984					
ECOSUR-SC:ECOAB:27651	Organism			ECOSUR-SC				ECOAB		27651	ECOSUR-SC:ECOAB:27651								ce4edec4-c540-44d6-b0dc-983ae1742138	8d35efe4-0999-488e-9201-d6afb789b41e					
ECOSUR-SC:ECOAB:27652	Organism			ECOSUR-SC				ECOAB		27652	ECOSUR-SC:ECOAB:27652								eb4d2faf-f90c-411b-bb07-9b4918c880e5	a31e4f46-a075-4cec-849d-5afe04f38cae					
ECOSUR-SC:ECOAB:27653	Organism			ECOSUR-SC				ECOAB		27653	ECOSUR-SC:ECOAB:27653								f3203a4d-1fa2-48cc-8964-7db56f104027	7edfb759-2a8b-4ec1-93c0-ff8ccfcb1c7e					
ECOSUR-SC:ECOAB:27654	Organism			ECOSUR-SC				ECOAB		27654	ECOSUR-SC:ECOAB:27654								d9cbc9ca-b4c8-4e92-b4f2-54c97d1c9a04	97a705a6-385c-4c08-9c26-56ebdd8a92d1					
ECOSUR-SC:ECOAB:27655	Organism			ECOSUR-SC				ECOAB		27655	ECOSUR-SC:ECOAB:27655								13187aa5-b645-456b-8cd5-b89453be1439	4b07b908-72c8-4a2d-ba90-f51d53f57645					
ECOSUR-SC:ECOAB:27656	Organism			ECOSUR-SC				ECOAB		27656	ECOSUR-SC:ECOAB:27656								fac1d62c-cc29-4bcc-8cbe-b3af2c5f6d77	12711309-7c91-40e5-b95c-c470107fda11					
ECOSUR-SC:ECOAB:27657	Organism			ECOSUR-SC				ECOAB		27657	ECOSUR-SC:ECOAB:27657								46f8efaa-0de5-482a-b2aa-99e551a003ca	005e1a31-86ae-4ad2-9541-ef14c9b14cb2					
ECOSUR-SC:ECOAB:27659	Organism			ECOSUR-SC				ECOAB		27659	ECOSUR-SC:ECOAB:27659								409da781-b869-4fad-957e-8ccbcc8058e6	acd3ef97-2e7e-4468-a567-467f1b024c6a					
ECOSUR-SC:ECOAB:27660	Organism			ECOSUR-SC				ECOAB		27660	ECOSUR-SC:ECOAB:27660								f78657c5-2312-4dc8-a188-52603a9c8218	e11eebd1-913b-46ea-9c8f-dfed91044dcd					
ECOSUR-SC:ECOAB:27661	Organism			ECOSUR-SC				ECOAB		27661	ECOSUR-SC:ECOAB:27661								aba5b885-6a71-48d2-a222-fc7ee6744e6a	0f008174-689c-4d78-bf5f-4e0c12c508aa					
ECOSUR-SC:ECOAB:27662	Organism			ECOSUR-SC				ECOAB		27662	ECOSUR-SC:ECOAB:27662								947866a4-67e2-437d-885b-0b9ffc0da337	526e1d6b-d6af-4a13-b5cb-b1a37e906d15					
ECOSUR-SC:ECOAB:27663	Organism			ECOSUR-SC				ECOAB		27663	ECOSUR-SC:ECOAB:27663								eb1383c0-f4e3-404c-a6e3-e05fac314280	010439ba-3823-48f0-8d21-70526c3682b1					
ECOSUR-SC:ECOAB:27664	Organism			ECOSUR-SC				ECOAB		27664	ECOSUR-SC:ECOAB:27664								cad8ec46-3bd0-43bb-825a-7777c89a56fc	f1c652b4-c8ce-433f-a9ed-e19362240c48					
ECOSUR-SC:ECOAB:27665	Organism			ECOSUR-SC				ECOAB		27665	ECOSUR-SC:ECOAB:27665								ca2ef7ac-1fef-4e8a-9c81-cda0d27fc24a	58358486-2861-43fa-83ca-6a9e007c65db					
ECOSUR-SC:ECOAB:27666	Organism			ECOSUR-SC				ECOAB		27666	ECOSUR-SC:ECOAB:27666								d45d1828-57cd-46d4-a7f3-367bc5f61ab1	3771c310-50c5-44f7-b015-c85c52f0abd4					
ECOSUR-SC:ECOAB:27667	Organism			ECOSUR-SC				ECOAB		27667	ECOSUR-SC:ECOAB:27667								17dade25-f86b-4c69-bddf-8fdfe0d729d6	b1450bad-21aa-4585-bda2-719c37e4a3f6					
ECOSUR-SC:ECOAB:27668	Organism			ECOSUR-SC				ECOAB		27668	ECOSUR-SC:ECOAB:27668								63728e8f-2aa4-4fb7-add2-c5aca5f3fbc8	9f07f9e4-efc2-4e08-a15a-1663f94cb944					
ECOSUR-SC:ECOAB:27669	Organism			ECOSUR-SC				ECOAB		27669	ECOSUR-SC:ECOAB:27669								43b04daa-6de8-457a-a022-efa9c67d4155	b9cb5973-b15f-4488-b78c-353aa09fa4cf					
ECOSUR-SC:ECOAB:27670	Organism			ECOSUR-SC				ECOAB		27670	ECOSUR-SC:ECOAB:27670								58b18b3f-bdba-46e0-958f-176fe7caac33	e2f482cb-591a-4137-a3a1-d7196594805f					
ECOSUR-SC:ECOAB:27671	Organism			ECOSUR-SC				ECOAB		27671	ECOSUR-SC:ECOAB:27671								d8c4cde6-d9e9-43ed-acc2-16df1292998c	5122f067-7357-4149-bf2e-5dff24ee00fd					
ECOSUR-SC:ECOAB:27672	Organism			ECOSUR-SC				ECOAB		27672	ECOSUR-SC:ECOAB:27672								4980440d-411e-483a-8102-4e0664b2fdb9	4adf073f-e321-4d54-a32f-b38578cfd5f8					
ECOSUR-SC:ECOAB:27673	Organism			ECOSUR-SC				ECOAB		27673	ECOSUR-SC:ECOAB:27673								6f3fce2d-1953-4615-b819-32c816a66a79	ae0d3035-dd05-4443-98ce-e75de29a0850					
ECOSUR-SC:ECOAB:27674	Organism			ECOSUR-SC				ECOAB		27674	ECOSUR-SC:ECOAB:27674								75238858-c9f5-4dfe-b43d-9acbd63e3051	d09cb239-2b27-428f-8370-87c0443ac351					
ECOSUR-SC:ECOAB:27675	Organism			ECOSUR-SC				ECOAB		27675	ECOSUR-SC:ECOAB:27675								f224dc7b-d448-4be5-985f-e955599dce93	2ab596a2-6fe6-4876-a7ab-345049a4c7fc					
ECOSUR-SC:ECOAB:27676	Organism			ECOSUR-SC				ECOAB		27676	ECOSUR-SC:ECOAB:27676								0d67962a-5127-42b1-8949-77ce1b013bf8	b05470a0-a829-4e1a-a77e-b1ec09a22f24					
ECOSUR-SC:ECOAB:27677	Organism			ECOSUR-SC				ECOAB		27677	ECOSUR-SC:ECOAB:27677								c0c84d3e-9155-4f3b-a6b7-18a1609f7688	11ca2684-c2ff-4b61-80e8-e92df7055a03					
ECOSUR-SC:ECOAB:27678	Organism			ECOSUR-SC				ECOAB		27678	ECOSUR-SC:ECOAB:27678								f7dfb602-538d-42e8-a520-4ff83b294a64	9f3be240-83e2-4521-b9fd-db7e1837f2c9					
ECOSUR-SC:ECOAB:27679	Organism			ECOSUR-SC				ECOAB		27679	ECOSUR-SC:ECOAB:27679								6d68b61b-0db1-47dd-85f1-57da84638f27	d8e53b56-bf88-46d9-913c-ce2a67391eb4					
ECOSUR-SC:ECOAB:27680	Organism			ECOSUR-SC				ECOAB		27680	ECOSUR-SC:ECOAB:27680								f55a4bf3-d841-4491-a0f2-ecc6b7fb07c2	cde64ed3-dd22-4e4c-ad09-cbb6d43b3333					
ECOSUR-SC:ECOAB:27681	Organism			ECOSUR-SC				ECOAB		27681	ECOSUR-SC:ECOAB:27681								ecd23349-e617-4920-822d-52487ce87303	b6ccf2d6-6746-49e4-82dc-0b54d21fd7dd					
