citation_id	citation_target_id	citation_target_type	citation_type	citation_type_iri	citation_type_vocabulary	bibliographic_citation	page_number	reference_id	reference_type	reference_type_iri	reference_type_vocabulary	reference_year	is_peer_reviewed	citation_remarks
dda1bf51-aeff-4bed-a3c3-062edd523e8c	fb4698af2879ed603929856a7317f79553ae7d70	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
1381ecb2-ec60-4e11-b7be-86769fb128e8	553b4edb766c99cb08adc7b19b51055436432a8b	Protocol	OTHER			Vidal Martínez, V. A. et al. 2010. Conocimiento de la Diversidad y distribución actual del maíz nativo y sus parientes silvestres de México. Proyecto FZ016. Informe de actividades de la segunda etapa 2008-2010. Región Pacífico Centro. Estados: Jalisco, Colima y Nayarit		4420fadd5a6fc3706dc99992c605505fde65a19b	OTHER			2010	f	
e228793c-3fd4-439d-aea4-38f74d422ded	553b4edb766c99cb08adc7b19b51055436432a8b	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta. 		a47f7e600b16fcb32d011eaba2cfabf76f9869f2	OTHER				f	
088a9859-d59d-4a09-ad4a-f0c36019b633	b43c4996963911810439f9fcb963993d84569a27	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
929a064a-cf47-444e-a7a3-daa2ee6336c0	b43c4996963911810439f9fcb963993d84569a27	Protocol	OTHER			Ortega Corona, A.  et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para la región Pacífico Sur		f62a5181290a24080a61f3e57671c5061bd9480b	OTHER			2010	f	
f28c5ab6-0fa4-4ce1-b476-5bac929287a6	b5c01fdaa0c1d82e0163d9313ea41c22a81d0d09	Protocol	OTHER			Aguilar Castillo, G. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para la región sureste, estados Campeche, Quintana Roo y Yucatán		f6145f077cc6f46f1b146ab48798fe076fe18be8	OTHER			2010	f	
1333967b-78ba-4fb0-b303-b6f448c02219	b5c01fdaa0c1d82e0163d9313ea41c22a81d0d09	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
58c08f3e-0762-41f9-a779-7a14bd335e36	c1a8e24448477f4087bd0c37424948f294af5bef	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
dad6252b-b8e8-4f24-9227-84f6fd5bb2d7	c1a8e24448477f4087bd0c37424948f294af5bef	Protocol	OTHER			Avila Perches, M. A. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para el Estado de San Luis Potosí		2b95caa4dfb5f63436f29e0748ef7790095b1f32	OTHER			2010	f	
30b7de77-b277-48a9-8fdc-7da4e8eba606	8064a95bb7103fe1a9f40fca48ea3b51f887569e	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
2f10c3c4-6a90-4277-b527-f4bcc7b65b57	8064a95bb7103fe1a9f40fca48ea3b51f887569e	Protocol	OTHER			Ramírez A. M. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Diversidad y distribución actual de los maíces nativos en Tlaxcala. Informe final de actividades 2008-2009 del proyecto FZ016 para el estado de Tlaxcala		186a0a34263771f8526a31f7cdad7c61dcab6108	OTHER			2010	f	
7eaf000f-0ef2-4577-9077-9a683a09562d	b15fdd0896f57c75fe4ca255a4134ebec147f21f	Protocol	OTHER			Ortega Corona, A. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Diversidad y distribución actual de los maíces nativos en Zacatecas. Informe final de actividades 2008-2009 del proyecto FZ016 para el estado de Zacatecas		ca36fa4b6d1373ff7611b2013fe82d7686022227	OTHER			2010	f	
77394e71-cb0f-4621-b316-e86b2a4f3e6b	b15fdd0896f57c75fe4ca255a4134ebec147f21f	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
7b3f3460-7d54-4f2f-a3d6-af87ec85c53f	7bab9a4cb48af58292989c14af08bde3c7a6b5ca	Protocol	OTHER			Ortega Corona, A., et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda Etapa 2008-2009. Informe final de actividades 2008-2009 del estado de Aguascalientes		5c1a311cc3f009e7ce4165c3b9e7c4df67c7d451	OTHER			2010	f	
2079e9bc-0918-49c5-92ae-bdca94fc6981	7bab9a4cb48af58292989c14af08bde3c7a6b5ca	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
e788bb5a-c423-4e74-bcbf-4ccd92b910fe	274bce2503d2e19703ce358af57576738b7759ed	Protocol	OTHER			García Holguín M. R. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DE LOS MAÍCES NATIVOS EN CHIHUAHUA. Informe final de actividades 2009-2010. Preparado para la Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO) y para el Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias		50d2c3c883d94633111d30a9e13e982731665ed9	OTHER			2010	f	
ba7645e7-769d-480c-abf3-1a938fb145fc	274bce2503d2e19703ce358af57576738b7759ed	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
1e22d219-a1b8-4b89-8233-d7e921739d82	8b6ff71f667c082a57eac322f6f4f7fe137cebd6	Protocol	OTHER			Hernandez Casillas, J. M. 2010. “CONOCIMIENTO DE LA DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DEL MAÍZ NATIVO Y SUS PARIENTES SILVESTRES EN MÉXICO, SEGUNDA ETAPA 2008-2009. Informe final proyecto FZ016 Estado de Mexico y DF		a46fa03823cabbd5ffc58e33090cf8acf91f46f8	OTHER			2010	f	
37456bca-4f4f-441e-bba8-72451bb2ade0	8b6ff71f667c082a57eac322f6f4f7fe137cebd6	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
2eca5826-2b94-4625-8433-175a6a100f8f	56ea71521fc74ed16131112e5e2f575474d41a34	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
73e0be1c-6087-47bc-a078-492d51f9d9f7	56ea71521fc74ed16131112e5e2f575474d41a34	Protocol	OTHER			Ortega Corona, A., et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda Etapa 2008-2009. Informe final de actividades 2008-2009 del estado de Durango		ef709e5dd932c1fe7cf96217197ce3c195833dc3	OTHER			2010	f	
a39f44b7-5c43-462d-8e40-732e16c28504	6a1c4a397e633edc6d263dd31bde4afb3ffb7170	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
d83c43ba-e217-4050-927c-c928a9b801e2	6a1c4a397e633edc6d263dd31bde4afb3ffb7170	Protocol	OTHER			Sierra Macías, M., et al. 2010. CONOCIMIENTO DE LA DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DEL MAÍZ NATIVO Y SUS PARIENTES SILVESTRES EN MÉXICO, SEGUNDA ETAPA 2008-2009. Informe final Proyecto FZ016 Golfo Centro		b1189402042ce96d7f0d8f45cf72460fdd2a1c8f	OTHER			2010	f	
f4a40b92-eb09-402b-8c6c-a0ce1ffc8bba	d2509614e2e711196e8ff50f122bd4e701e35ce7	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
6d5ed5ca-3699-41fd-8d86-e5d3d0b0147b	d2509614e2e711196e8ff50f122bd4e701e35ce7	Protocol	OTHER			Perez Camarillo, J. P., et al. 2010. PROYECTO FZ016: CONOCIMIENTO DE LA DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DE MAÍZ NATIVO Y SUS PARIENTES SILVESTRES DE MÉXICO. SEGUNDA ETAPA 2008-2009. DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DE LOS MAÍCES NATIVOS EN EL ESTADO DE HIDALGO. Informe Final de Actividades 2008-2009 del Proyecto FZ016 para el Estado de Hidalgo		373db5500b309f52c5a3dc5c391b89b1a424ab14	OTHER			2010	f	
8755a5f9-4c45-47fc-accf-4b638f32f786	f91186cb45af66c0037aed4d22819c13451c7c79	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
74bc5223-eb3b-4422-88bd-44eec8c2adf9	f91186cb45af66c0037aed4d22819c13451c7c79	Protocol	OTHER			Preciado Ortiz, R. 2010. CONOCIMIENTO DE LA DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DEL MAÍZ NATIVO Y SUS PARIENTES SILVESTRES EN MÉXICO, SEGUNDA ETAPA 2008-2009. Informe Final Proyecto FZ016 Guanajuato, Querétaro y Michoacán		ea43ffdc595ccf3c07a343ec4d3bf47df2ff2896	OTHER			2010	f	
090a8146-cb1c-4b1c-8380-1cfb8c19208c	aff8b5bd79a61977f1bafa6d6ca472729aef6462	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
406daa54-e978-4ccb-a9e0-a8cd971b8c9a	aff8b5bd79a61977f1bafa6d6ca472729aef6462	Protocol	OTHER			Ortega Corona, A.  et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para la Península de Baja Califormina y el Valle del Yaqui, Sonora		8cc180617131b14aee4ca0740b6959bcc3afc126	OTHER			2010	f	
c9f7f933-1773-494f-b414-2f801f05e441	f88ee74f0792596e972ac3d9be31ff7c837640fd	Protocol	OTHER			Vidal Martínez, V. A. et al. 2010. Conocimiento de la Diversidad y distribución actual del maíz nativo y sus parientes silvestres de México. Proyecto FZ016. Informe de actividades de la segunda etapa 2008-2010. Región Pacífico Centro. Estados: Jalisco, Colima y Nayarit		4420fadd5a6fc3706dc99992c605505fde65a19b	OTHER			2010	f	
0a5e51f2-994c-4ca1-b05b-eace5cf18c37	f88ee74f0792596e972ac3d9be31ff7c837640fd	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta. 		a47f7e600b16fcb32d011eaba2cfabf76f9869f2	OTHER				f	
00f9b525-3183-4f96-bc36-924135c40e6e	3783af9592d1bdf62a0390ce0ecc8c1eca1763e0	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
a69708f8-9234-49a8-ae7c-725b3fefae36	3783af9592d1bdf62a0390ce0ecc8c1eca1763e0	Protocol	OTHER			Ortega Corona, A.  et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para la región Pacífico Sur		f62a5181290a24080a61f3e57671c5061bd9480b	OTHER			2010	f	
805bb0de-8809-419e-a2e5-a977c8bbbc58	51a99b6aa23688a3cdb65a69fdf79ebc71c2403d	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
740b6eb7-fa71-4208-a328-082489492236	51a99b6aa23688a3cdb65a69fdf79ebc71c2403d	Protocol	OTHER			Aguilar Castillo, G. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para la región sureste, estados Campeche, Quintana Roo y Yucatán		f6145f077cc6f46f1b146ab48798fe076fe18be8	OTHER			2010	f	
e80cfcd1-9424-4af0-b8a7-09479d33c38e	68feb0b6e8af9452b87ea374dae1ce51e4e1afa7	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
f267a071-1352-40ad-bc34-9709e828f044	68feb0b6e8af9452b87ea374dae1ce51e4e1afa7	Protocol	OTHER			Avila Perches, M. A. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para el Estado de San Luis Potosí		2b95caa4dfb5f63436f29e0748ef7790095b1f32	OTHER			2010	f	
a02b40de-4757-4158-9584-bed68e5a5d22	2154cff69eb19cca60a672dfa39308d8f8df99a6	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
b7d1c794-d52d-4931-bcc6-b2c5ae6f845c	2154cff69eb19cca60a672dfa39308d8f8df99a6	Protocol	OTHER			Ramírez A. M. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Diversidad y distribución actual de los maíces nativos en Tlaxcala. Informe final de actividades 2008-2009 del proyecto FZ016 para el estado de Tlaxcala		186a0a34263771f8526a31f7cdad7c61dcab6108	OTHER			2010	f	
8611a2ab-c7ce-4b6f-a9c2-cc5e427cafd3	3478bed93c11ec183682dd45e3529afc8b890632	Protocol	OTHER			Ortega Corona, A. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Diversidad y distribución actual de los maíces nativos en Zacatecas. Informe final de actividades 2008-2009 del proyecto FZ016 para el estado de Zacatecas		ca36fa4b6d1373ff7611b2013fe82d7686022227	OTHER			2010	f	
cfb4cd9c-0433-488e-b20a-ce2def50d8dd	3478bed93c11ec183682dd45e3529afc8b890632	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
f7e44483-0c11-4dda-91cd-41f10c2a18ee	fb45e3001d640f2d007ac23500890a151c6b5eed	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
a0405c72-1d3b-4be1-b8fc-778e46af6b3d	fb45e3001d640f2d007ac23500890a151c6b5eed	Protocol	OTHER			Ortega Corona, A., et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda Etapa 2008-2009. Informe final de actividades 2008-2009 del estado de Aguascalientes		5c1a311cc3f009e7ce4165c3b9e7c4df67c7d451	OTHER			2010	f	
0b8250e6-2519-4b3f-9210-95e1eb014975	2b8f0329d711ce61d5dbc87ecb35b5a10805d514	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
d08e472d-a680-4c70-b0d1-2c7b67fbda33	6302c12fbd9a32c455038e3ad9495949b05254eb	Protocol	OTHER			Hernandez Casillas, J. M. 2010. “CONOCIMIENTO DE LA DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DEL MAÍZ NATIVO Y SUS PARIENTES SILVESTRES EN MÉXICO, SEGUNDA ETAPA 2008-2009. Informe final proyecto FZ016 Estado de Mexico y DF		a46fa03823cabbd5ffc58e33090cf8acf91f46f8	OTHER			2010	f	
b160c383-d044-4548-9091-1d26c28c3b0e	6302c12fbd9a32c455038e3ad9495949b05254eb	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
f8247359-76cf-447c-aafe-2dad3813d8bd	dfd24b78cc7efd9b66ef4741add080cfcfdb3b66	Protocol	OTHER			Ortega Corona, A., et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda Etapa 2008-2009. Informe final de actividades 2008-2009 del estado de Durango		ef709e5dd932c1fe7cf96217197ce3c195833dc3	OTHER			2010	f	
cf5178a2-1bf2-4b75-8aef-ba502b9eab01	dfd24b78cc7efd9b66ef4741add080cfcfdb3b66	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
a7d3af3a-9e5b-424c-9c65-a73b98d5f11f	234be1534525b92ade9471acd7b0db6f22277cb8	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
08aaf554-f373-4b8d-9307-830a89abd16e	234be1534525b92ade9471acd7b0db6f22277cb8	Protocol	OTHER			Sierra Macías, M., et al. 2010. CONOCIMIENTO DE LA DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DEL MAÍZ NATIVO Y SUS PARIENTES SILVESTRES EN MÉXICO, SEGUNDA ETAPA 2008-2009. Informe final Proyecto FZ016 Golfo Centro		b1189402042ce96d7f0d8f45cf72460fdd2a1c8f	OTHER			2010	f	
c248c5e8-d72d-40ea-ad00-0701c81ad1cd	eb83e6a826df672951a4bb6c39731d27ff0925c0	Protocol	OTHER			Perez Camarillo, J. P., et al. 2010. PROYECTO FZ016: CONOCIMIENTO DE LA DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DE MAÍZ NATIVO Y SUS PARIENTES SILVESTRES DE MÉXICO. SEGUNDA ETAPA 2008-2009. DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DE LOS MAÍCES NATIVOS EN EL ESTADO DE HIDALGO. Informe Final de Actividades 2008-2009 del Proyecto FZ016 para el Estado de Hidalgo		373db5500b309f52c5a3dc5c391b89b1a424ab14	OTHER			2010	f	
2b17b166-dde6-4b94-b24f-bc943a599132	eb83e6a826df672951a4bb6c39731d27ff0925c0	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
333832d8-a4d9-4377-b46a-77c560bbb183	fd4d4fb22f7fbf053bdb387ea0da1114f59f2757	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
bd3c3e0d-695f-4e19-8c30-06c1d619a9a1	fd4d4fb22f7fbf053bdb387ea0da1114f59f2757	Protocol	OTHER			Preciado Ortiz, R. 2010. CONOCIMIENTO DE LA DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DEL MAÍZ NATIVO Y SUS PARIENTES SILVESTRES EN MÉXICO, SEGUNDA ETAPA 2008-2009. Informe Final Proyecto FZ016 Guanajuato, Querétaro y Michoacán		ea43ffdc595ccf3c07a343ec4d3bf47df2ff2896	OTHER			2010	f	
cb432a3e-f1ff-416f-b847-c386723117d8	7c3d7fb1ecd9ce86b69d07e2f73bb608c50c490d	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
4c8e0bbb-a11e-4e44-8fa8-365bde2612fc	7c3d7fb1ecd9ce86b69d07e2f73bb608c50c490d	Protocol	OTHER			Ortega Corona, A.  et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para la Península de Baja Califormina y el Valle del Yaqui, Sonora		8cc180617131b14aee4ca0740b6959bcc3afc126	OTHER			2010	f	
4b93aeaf-e7ea-4f14-b7f4-fb148acf8af4	6ccb1e92c3fa95827cee9d101eb90c261ad7f69f	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta. 		a47f7e600b16fcb32d011eaba2cfabf76f9869f2	OTHER				f	
