citation_id	citation_target_id	citation_target_type	citation_type	citation_type_iri	citation_type_vocabulary	bibliographic_citation	page_number	reference_id	reference_type	reference_type_iri	reference_type_vocabulary	reference_year	is_peer_reviewed	citation_remarks
86bff827-e308-4a8f-82e3-d22365c055a5	6ccb1e92c3fa95827cee9d101eb90c261ad7f69f	Protocol	OTHER			Vidal Martínez, V. A. et al. 2010. Conocimiento de la Diversidad y distribución actual del maíz nativo y sus parientes silvestres de México. Proyecto FZ016. Informe de actividades de la segunda etapa 2008-2010. Región Pacífico Centro. Estados: Jalisco, Colima y Nayarit		4420fadd5a6fc3706dc99992c605505fde65a19b	OTHER			2010	f	
9bb72c37-19e4-43f7-bcca-45283df6f64a	b8d70d8febb11df7af8e1224d0930bfbd0e5c383	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
d9bea99b-51d8-4c31-9fbe-441158c2944b	b8d70d8febb11df7af8e1224d0930bfbd0e5c383	Protocol	OTHER			Ortega Corona, A.  et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para la región Pacífico Sur		f62a5181290a24080a61f3e57671c5061bd9480b	OTHER			2010	f	
a63a4979-fcd6-44c5-a5fa-91b2948e9701	6ed644bd12dd65628bfe1a1162986a1beca3a8aa	Protocol	OTHER			Aguilar Castillo, G. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para la región sureste, estados Campeche, Quintana Roo y Yucatán		f6145f077cc6f46f1b146ab48798fe076fe18be8	OTHER			2010	f	
0a9235f6-6630-4fe4-866b-1a224a7c574f	6ed644bd12dd65628bfe1a1162986a1beca3a8aa	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
561d0af0-846d-4bd9-8596-a20351eaace2	78bf60a46e89db988c6372d4adc716bd3a25f054	Protocol	OTHER			Avila Perches, M. A. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para el Estado de San Luis Potosí		2b95caa4dfb5f63436f29e0748ef7790095b1f32	OTHER			2010	f	
52f7fcb0-1fb6-4f99-b4c0-733dc8e14cfd	78bf60a46e89db988c6372d4adc716bd3a25f054	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
8db6b53d-390c-412f-aaa3-b2ba40f526ab	5262bff3ca2ab4008b43a6151ec9f147ee1b7835	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
62c79f83-6a36-4dc6-a654-d5220cd25533	5262bff3ca2ab4008b43a6151ec9f147ee1b7835	Protocol	OTHER			Ramírez A. M. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Diversidad y distribución actual de los maíces nativos en Tlaxcala. Informe final de actividades 2008-2009 del proyecto FZ016 para el estado de Tlaxcala		186a0a34263771f8526a31f7cdad7c61dcab6108	OTHER			2010	f	
bade8404-7fe8-4caf-a859-e0ebc5730299	acba982cec446e6bb55e9378f9af90c75b924bb7	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
4c6f4a4d-edf5-413c-8904-fe179f9092e6	acba982cec446e6bb55e9378f9af90c75b924bb7	Protocol	OTHER			Ortega Corona, A. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Diversidad y distribución actual de los maíces nativos en Zacatecas. Informe final de actividades 2008-2009 del proyecto FZ016 para el estado de Zacatecas		ca36fa4b6d1373ff7611b2013fe82d7686022227	OTHER			2010	f	
14e040a3-d8d8-4c80-b247-6d31cd0a1924	8560ce2d5689fa65e6860185e0a68f316df2205a	Protocol	OTHER			Ortega Corona, A., et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda Etapa 2008-2009. Informe final de actividades 2008-2009 del estado de Aguascalientes		5c1a311cc3f009e7ce4165c3b9e7c4df67c7d451	OTHER			2010	f	
e5ad24b9-b8c7-42e3-82b5-9154129f6cce	8560ce2d5689fa65e6860185e0a68f316df2205a	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
758422f6-6c7c-4258-9905-932593fbe7cf	dcc212ea57fd2c34f3f3d7562d4ce48e4c18ee90	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
db9c403b-7047-490f-9369-cc2e8f61fbee	dcc212ea57fd2c34f3f3d7562d4ce48e4c18ee90	Protocol	OTHER			García Holguín M. R. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DE LOS MAÍCES NATIVOS EN CHIHUAHUA. Informe final de actividades 2009-2010. Preparado para la Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO) y para el Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias		50d2c3c883d94633111d30a9e13e982731665ed9	OTHER			2010	f	
228717b2-ca8f-4c7f-933a-a11423549300	1c110a9bae6b415c42766b322998bb1aa3afe006	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
eae506f4-ab74-4e01-acc8-4b3e7fda4d82	1c110a9bae6b415c42766b322998bb1aa3afe006	Protocol	OTHER			Hernandez Casillas, J. M. 2010. “CONOCIMIENTO DE LA DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DEL MAÍZ NATIVO Y SUS PARIENTES SILVESTRES EN MÉXICO, SEGUNDA ETAPA 2008-2009. Informe final proyecto FZ016 Estado de Mexico y DF		a46fa03823cabbd5ffc58e33090cf8acf91f46f8	OTHER			2010	f	
cb4bf19d-d9a3-4a6a-8d03-e6d7c167b4a1	34d4f84d3046526ea6163f05287e9077f5e42d75	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
3066f785-2e57-48c3-a573-9b245355d10f	34d4f84d3046526ea6163f05287e9077f5e42d75	Protocol	OTHER			Ortega Corona, A., et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda Etapa 2008-2009. Informe final de actividades 2008-2009 del estado de Durango		ef709e5dd932c1fe7cf96217197ce3c195833dc3	OTHER			2010	f	
45a4e2d0-bc19-42f7-b2e6-3b7f4f3a2c8a	fc967da4e81bc5cf3b305356ff8dd08674b382dc	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
d1928e6c-de1a-4f5f-8a33-4d1bed7c1903	fc967da4e81bc5cf3b305356ff8dd08674b382dc	Protocol	OTHER			Sierra Macías, M., et al. 2010. CONOCIMIENTO DE LA DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DEL MAÍZ NATIVO Y SUS PARIENTES SILVESTRES EN MÉXICO, SEGUNDA ETAPA 2008-2009. Informe final Proyecto FZ016 Golfo Centro		b1189402042ce96d7f0d8f45cf72460fdd2a1c8f	OTHER			2010	f	
c5331d7a-a554-4300-b944-5bf40d76aa21	b114c169fcd5683109ef0763fa91601958cc03b3	Protocol	OTHER			Perez Camarillo, J. P., et al. 2010. PROYECTO FZ016: CONOCIMIENTO DE LA DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DE MAÍZ NATIVO Y SUS PARIENTES SILVESTRES DE MÉXICO. SEGUNDA ETAPA 2008-2009. DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DE LOS MAÍCES NATIVOS EN EL ESTADO DE HIDALGO. Informe Final de Actividades 2008-2009 del Proyecto FZ016 para el Estado de Hidalgo		373db5500b309f52c5a3dc5c391b89b1a424ab14	OTHER			2010	f	
a389970b-c31a-4252-b528-efa277aaf165	b114c169fcd5683109ef0763fa91601958cc03b3	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
9aa51ab0-6475-4238-b906-dfc77c8b2a04	f7deaa51c3f2f7f1867044bf66ff922f09981753	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
572af16f-49bf-4a92-9f49-7cf823fe3672	f7deaa51c3f2f7f1867044bf66ff922f09981753	Protocol	OTHER			Preciado Ortiz, R. 2010. CONOCIMIENTO DE LA DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DEL MAÍZ NATIVO Y SUS PARIENTES SILVESTRES EN MÉXICO, SEGUNDA ETAPA 2008-2009. Informe Final Proyecto FZ016 Guanajuato, Querétaro y Michoacán		ea43ffdc595ccf3c07a343ec4d3bf47df2ff2896	OTHER			2010	f	
01779b00-b4c3-4047-b6ad-0a5a043c65cd	aa34a539568b4c14987a979f92255fe0079dca0e	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
693cd733-7784-483b-bd19-d5175f3c371f	aa34a539568b4c14987a979f92255fe0079dca0e	Protocol	OTHER			Ortega Corona, A.  et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para la Península de Baja Califormina y el Valle del Yaqui, Sonora		8cc180617131b14aee4ca0740b6959bcc3afc126	OTHER			2010	f	
ba953c34-954a-4690-aa5c-3a591dc22684	9844ab38a837b3dd6f776b4d701267d30c327d2f	Protocol	OTHER			Vidal Martínez, V. A. et al. 2010. Conocimiento de la Diversidad y distribución actual del maíz nativo y sus parientes silvestres de México. Proyecto FZ016. Informe de actividades de la segunda etapa 2008-2010. Región Pacífico Centro. Estados: Jalisco, Colima y Nayarit		4420fadd5a6fc3706dc99992c605505fde65a19b	OTHER			2010	f	
6a9d5c9f-225f-420f-b6fd-e0390081537d	9844ab38a837b3dd6f776b4d701267d30c327d2f	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta. 		a47f7e600b16fcb32d011eaba2cfabf76f9869f2	OTHER				f	
3bcc6620-a9c6-4c80-880c-aab93f378016	428df98a8732d657e97dab9cde39b2f3e5f4a12f	Protocol	OTHER			Ortega Corona, A.  et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para la región Pacífico Sur		f62a5181290a24080a61f3e57671c5061bd9480b	OTHER			2010	f	
10730cb3-0c2c-47af-8dbe-336b5ba7e752	428df98a8732d657e97dab9cde39b2f3e5f4a12f	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
6665f85b-3535-4458-9e34-ffb565524838	ab1cbde23833576a854145ec6be2f67714271f5c	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
30d65c19-3a63-4550-8aeb-b534bfbf2a36	ab1cbde23833576a854145ec6be2f67714271f5c	Protocol	OTHER			Aguilar Castillo, G. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para la región sureste, estados Campeche, Quintana Roo y Yucatán		f6145f077cc6f46f1b146ab48798fe076fe18be8	OTHER			2010	f	
8f925d53-88fb-4837-a848-0a8a92c220fc	5bef8f02bf5267bae40a1ab8cc6c5b3a27c9eae0	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
e7d2a6ff-9cd4-4a8f-81f0-e4a5c56c44e0	5bef8f02bf5267bae40a1ab8cc6c5b3a27c9eae0	Protocol	OTHER			Avila Perches, M. A. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para el Estado de San Luis Potosí		2b95caa4dfb5f63436f29e0748ef7790095b1f32	OTHER			2010	f	
e124111b-61cc-4738-ab98-d3897444f0c4	52a69f155be67d247d74048add5156c4f7a27bdc	Protocol	OTHER			Ramírez A. M. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Diversidad y distribución actual de los maíces nativos en Tlaxcala. Informe final de actividades 2008-2009 del proyecto FZ016 para el estado de Tlaxcala		186a0a34263771f8526a31f7cdad7c61dcab6108	OTHER			2010	f	
c2e7ac9c-dbbe-4b1f-b071-bcebd458038f	52a69f155be67d247d74048add5156c4f7a27bdc	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
bd457166-078e-42d9-87d4-0133ab217e0d	a46a17c66088ca46e8f2571a4926cb855d54be87	Protocol	OTHER			Ortega Corona, A. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Diversidad y distribución actual de los maíces nativos en Zacatecas. Informe final de actividades 2008-2009 del proyecto FZ016 para el estado de Zacatecas		ca36fa4b6d1373ff7611b2013fe82d7686022227	OTHER			2010	f	
26a83514-2894-424f-895c-9cea8a19067d	a46a17c66088ca46e8f2571a4926cb855d54be87	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
fef29e2b-b280-4de9-9ccd-66b3b887b93e	3758966adc2ef59966ef529236104d18e414e84c	Protocol	OTHER			Ortega Corona, A., et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda Etapa 2008-2009. Informe final de actividades 2008-2009 del estado de Aguascalientes		5c1a311cc3f009e7ce4165c3b9e7c4df67c7d451	OTHER			2010	f	
2fe6ba98-75eb-49df-8944-0b4af390ca4c	3758966adc2ef59966ef529236104d18e414e84c	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
2ed35a5d-1deb-4dde-9e7d-d4861bb53efa	48ac695da05fba44eccb66632e88f81f348d679a	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
7308ee53-03ae-4c89-b69f-e698ae5c6b2e	424e6680d889b2ba4245a90503cc4aa6eeabd3d5	Protocol	OTHER			García Holguín M. R. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DE LOS MAÍCES NATIVOS EN CHIHUAHUA. Informe final de actividades 2009-2010. Preparado para la Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO) y para el Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias		50d2c3c883d94633111d30a9e13e982731665ed9	OTHER			2010	f	
6e9f9df0-00cc-4765-bcbb-7989e3411c81	424e6680d889b2ba4245a90503cc4aa6eeabd3d5	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
4745e916-c721-47ff-9ce4-3d78c7898c8b	18803fdce519922f0bb5b94531e017df9980b760	Protocol	OTHER			Hernandez Casillas, J. M. 2010. “CONOCIMIENTO DE LA DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DEL MAÍZ NATIVO Y SUS PARIENTES SILVESTRES EN MÉXICO, SEGUNDA ETAPA 2008-2009. Informe final proyecto FZ016 Estado de Mexico y DF		a46fa03823cabbd5ffc58e33090cf8acf91f46f8	OTHER			2010	f	
a45e43ba-2aaa-4e09-99cd-af9a63b69d3b	18803fdce519922f0bb5b94531e017df9980b760	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
7ac3780e-1592-424d-afc1-a47d2a99af82	5d579310515efde8bebefd29757d2065923d881a	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
655c2d0e-2eb8-45e6-b59f-e61ba43784f9	5d579310515efde8bebefd29757d2065923d881a	Protocol	OTHER			Ortega Corona, A., et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda Etapa 2008-2009. Informe final de actividades 2008-2009 del estado de Durango		ef709e5dd932c1fe7cf96217197ce3c195833dc3	OTHER			2010	f	
f7dbc11b-67fd-4f5c-97f9-1a028a85ff15	51a761093ce70743d79057f4fd11db01aec4a46d	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
deb66cc8-f4d9-40ab-911f-157dc1c9d633	51a761093ce70743d79057f4fd11db01aec4a46d	Protocol	OTHER			Sierra Macías, M., et al. 2010. CONOCIMIENTO DE LA DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DEL MAÍZ NATIVO Y SUS PARIENTES SILVESTRES EN MÉXICO, SEGUNDA ETAPA 2008-2009. Informe final Proyecto FZ016 Golfo Centro		b1189402042ce96d7f0d8f45cf72460fdd2a1c8f	OTHER			2010	f	
4cb6eef0-f47a-43a6-a89c-3b32b513607b	2c16c9aaf2b90934eb2aaa7b43039e8ba6ada430	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
c1d7c844-5fd7-41f3-88d2-bbb48004d306	2c16c9aaf2b90934eb2aaa7b43039e8ba6ada430	Protocol	OTHER			Perez Camarillo, J. P., et al. 2010. PROYECTO FZ016: CONOCIMIENTO DE LA DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DE MAÍZ NATIVO Y SUS PARIENTES SILVESTRES DE MÉXICO. SEGUNDA ETAPA 2008-2009. DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DE LOS MAÍCES NATIVOS EN EL ESTADO DE HIDALGO. Informe Final de Actividades 2008-2009 del Proyecto FZ016 para el Estado de Hidalgo		373db5500b309f52c5a3dc5c391b89b1a424ab14	OTHER			2010	f	
45556566-eec6-431a-976b-c30f1f494368	adb85e527a0722d5e1237fab872f4fddb3390326	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
06cf6730-3547-4923-8121-f6dddc811c30	adb85e527a0722d5e1237fab872f4fddb3390326	Protocol	OTHER			Preciado Ortiz, R. 2010. CONOCIMIENTO DE LA DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DEL MAÍZ NATIVO Y SUS PARIENTES SILVESTRES EN MÉXICO, SEGUNDA ETAPA 2008-2009. Informe Final Proyecto FZ016 Guanajuato, Querétaro y Michoacán		ea43ffdc595ccf3c07a343ec4d3bf47df2ff2896	OTHER			2010	f	
1004212b-2b53-4989-8972-b6e82784a484	0ae724ec403a58e638ea042de099467d22616322	Protocol	OTHER			Ortega Corona, A.  et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para la Península de Baja Califormina y el Valle del Yaqui, Sonora		8cc180617131b14aee4ca0740b6959bcc3afc126	OTHER			2010	f	
d17b21b1-7900-472b-9359-08d91ec4ac58	0ae724ec403a58e638ea042de099467d22616322	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
be16585a-10b2-434e-b0a6-8ac0cf1d9fed	0d46fb6d5973dcff936e3b6ebdecc4d23c463aad	Protocol	OTHER			Vidal Martínez, V. A. et al. 2010. Conocimiento de la Diversidad y distribución actual del maíz nativo y sus parientes silvestres de México. Proyecto FZ016. Informe de actividades de la segunda etapa 2008-2010. Región Pacífico Centro. Estados: Jalisco, Colima y Nayarit		4420fadd5a6fc3706dc99992c605505fde65a19b	OTHER			2010	f	
07d0b76d-7e14-49b5-a65d-7f5ef1bcd7dd	0d46fb6d5973dcff936e3b6ebdecc4d23c463aad	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta. 		a47f7e600b16fcb32d011eaba2cfabf76f9869f2	OTHER				f	
09cbbc7c-9009-459b-8f58-90d7287d2f16	0868ea47eab5d74bbdc3e13e4bd28f104357dae0	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
e5b3c195-2572-4dfe-a785-493a5262d19c	0868ea47eab5d74bbdc3e13e4bd28f104357dae0	Protocol	OTHER			Ortega Corona, A.  et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para la región Pacífico Sur		f62a5181290a24080a61f3e57671c5061bd9480b	OTHER			2010	f	
8ed07649-da65-4945-a852-d172c403e9f6	eda4fb9d0fa0f5e16a9e7cb6be91d6f6a3c4f16b	Protocol	OTHER			Aguilar Castillo, G. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para la región sureste, estados Campeche, Quintana Roo y Yucatán		f6145f077cc6f46f1b146ab48798fe076fe18be8	OTHER			2010	f	
084d078e-2475-4dfe-af2a-0ae11fd81117	eda4fb9d0fa0f5e16a9e7cb6be91d6f6a3c4f16b	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
b7226355-07d7-4bc1-93b7-314dad26cca6	5c4a0e93a0cc52d77c17793974b0b4fabfaa7a50	Protocol	OTHER			Avila Perches, M. A. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Informe final de actividades 2008-2009 del proyecto FZ016 para el Estado de San Luis Potosí		2b95caa4dfb5f63436f29e0748ef7790095b1f32	OTHER			2010	f	
fe696178-e2b2-4d30-9241-c800bdfb20c6	5c4a0e93a0cc52d77c17793974b0b4fabfaa7a50	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
68c1b378-e281-46aa-8d6a-eecf306df5fa	33c801c21bca53c5c3e95d1bc5940dfad64ff153	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 13. Base de datos del Proyecto Global de Maíces.		c5162466457a95b81aaf2c24513e58db2af6fa05	OTHER				f	
d55821bf-160d-4383-82b4-a58febf0b290	f7ffad815f61df4991a7a48d13903f7e6737424c	Protocol	OTHER			Ramírez A. M. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Diversidad y distribución actual de los maíces nativos en Tlaxcala. Informe final de actividades 2008-2009 del proyecto FZ016 para el estado de Tlaxcala		186a0a34263771f8526a31f7cdad7c61dcab6108	OTHER			2010	f	
80ce93b2-d513-4fb2-94e8-f0c355ca80ea	f7ffad815f61df4991a7a48d13903f7e6737424c	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
2ac403c1-e6b2-4090-a2e3-0bd9d220b385	3ede50e0e9551769320f72b154b0ad83937b76be	Protocol	OTHER			Ortega Corona, A. et al. 2010. Proyecto FZ016: Conocimiento de la diversidad y distribución actual del maíz nativo y sus parientes silvestres en México. Segunda etapa 2008-2009. Diversidad y distribución actual de los maíces nativos en Zacatecas. Informe final de actividades 2008-2009 del proyecto FZ016 para el estado de Zacatecas		ca36fa4b6d1373ff7611b2013fe82d7686022227	OTHER			2010	f	
538bd88c-e6b1-4aba-8fad-a9d78f359c4a	3ede50e0e9551769320f72b154b0ad83937b76be	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 7 Guía de colecta.		45b7ef6125d42d256bfc1e47d110226998cd9d5e	OTHER				f	
7604a239-0720-48e3-a360-cee6bff4b165	f8a726da354be9f5b23b946c853a4d6b51856ca8	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 13. Base de datos del Proyecto Global de Maíces.		c5162466457a95b81aaf2c24513e58db2af6fa05	OTHER				f	
a1d46c2f-c8ee-4568-89f1-b56d6e853522	f8e9cdaaf77f5babc298d86bccd39d3817ea3049	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 13. Base de datos del Proyecto Global de Maíces.		c5162466457a95b81aaf2c24513e58db2af6fa05	OTHER				f	
a3bfc8fd-391f-42b2-940d-d2dfa2e38741	d3f5154abd6892bfc0759326f70d3df4b05ebe5e	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 13. Base de datos del Proyecto Global de Maíces.		c5162466457a95b81aaf2c24513e58db2af6fa05	OTHER				f	
734c7f6b-62af-4584-a876-929c99f85160	d31fa80540106fa38de24b6eeeebb042ba2fe27d	Protocol	OTHER			Proyecto Global de Maíces Nativos. Anexo 13. Base de datos del Proyecto Global de Maíces.		c5162466457a95b81aaf2c24513e58db2af6fa05	OTHER				f	
9df0ebd6-fb08-409c-b1be-a988e625fb66	d31fa80540106fa38de24b6eeeebb042ba2fe27d	Protocol	OTHER			Sierra Macías, M., et al. 2010. CONOCIMIENTO DE LA DIVERSIDAD Y DISTRIBUCIÓN ACTUAL DEL MAÍZ NATIVO Y SUS PARIENTES SILVESTRES EN MÉXICO, SEGUNDA ETAPA 2008-2009. Informe final Proyecto FZ016 Golfo Centro		b1189402042ce96d7f0d8f45cf72460fdd2a1c8f	OTHER			2010	f	
