material_entity_id	material_entity_type	material_entity_type_iri	material_entity_type_vocabulary	institution_code	institution_id	owner_institution_code	owner_institution_id	collection_code	collection_id	catalog_number	other_catalog_numbers	record_number	preparations	disposition	verbatim_label	associated_sequences	material_citation	material_entity_remarks	gathering_event_id	derived_from_material_entity_id	derivation_type	derivation_type_iri	derivation_type_vocabulary	part_of_material_entity_id
4bef982e7ba330522f36280e7aa49faa	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		3098-JAL-383			Germoplasma en conservación						b1cd8d47-9b34-4441-8c30-123563b896f2					
4bf0874941f4065587f8656790faf2bb	Organism			ECOSUR				CH		2002-0365-2			Germoplasma en conservación						f6e26b43-1aa2-4fc8-bd0c-a0de52814b25					
4bf116d1932b17b406821bcf63ab33da	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		604-CHIS-370		ROP 104	Germoplasma en conservación						fa449119-0a1b-4863-bffa-6e296df1b824					
4bf71383010b0c7402e91efcb2876f32	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2946-JAL-232A			Germoplasma en conservación						dd5ef1e9-865b-4e8c-b1bc-d85be64c6310					
4bf851c57f10f82f1683fd18e3fcef1e	Organism			ECOSUR				CH		2002-1563-2			Germoplasma en conservación						7cc49a16-a396-4b43-8b81-99bfd3fc2601					
4bff93333b706e35d82462fe740de5c9	Organism			ECOSUR				CH		2000-0283-4			Germoplasma en conservación						b4acc30a-ab7f-458a-9672-70065f78834d					
4bffa8dc4cd185e8f508fc06a6971667	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		7103-SIN-45		EHX 14788	Germoplasma en conservación						22793bd4-fb08-480a-bcb3-fcc077faa2cd					
4c01a71ec83d2083e77f974b70fda728	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		8489-VER-644		PRV, JAA, MSM, DA, RA, PS 110	Germoplasma en conservación						3147b8b0-bd1e-4ef1-b4d7-f3fcfb94f56c					
4c01ab1b360006efed5de19911243b1d	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		31-AGS-31			Germoplasma en conservación						ba629ede-dafa-4b9f-ad6d-f826ee154663					
4c0564b4143d7a8ba3d12ec6d1f9c5a7	Organism			ECOSUR				CH		2002-1245-1			Germoplasma en conservación						81988446-a909-44c3-bac0-df5fd5059553					
4c05e07890cf028d8245a9308b9438fd	Organism			ECOSUR				CH		2002-0030-3			Germoplasma en conservación						bdf852f5-5304-45da-a2b6-4b056177fea8					
4c066bcf6747a67aa8ca83e838aa80ae	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		5267-OAX-67			Germoplasma en conservación						eb16af90-8bdf-4581-ae91-048db4187d86					
4c0d4436c915ded21f69498695760b1c	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2676-HGO-215			Germoplasma en conservación						57ab3453-919c-46a4-8a3e-ce06ff7e0176					
4c0f9680e4f100093104294e2ab83342	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2821-JAL-117			Germoplasma en conservación						e77a8e43-3766-4dbe-aed3-3b23fbdaafe4					
4c1037c9d4364cdd3f0fbee1ea9d1ace	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		890-CHIS-655		ROP 536	Germoplasma en conservación						b93d522f-862e-4082-9a02-8ace341c189f					
4c113308b68a994d03bdbe4b5b68fee0	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		3951-MEX-550		ARR 124	Germoplasma en conservación						b6898853-316e-4852-97da-ef8358ea8634					
4c138a42214a97555c38e63ea25ecb1d	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		3162-JAL-447			Germoplasma en conservación						abcf8520-7b6d-41be-a21e-5cfb909249dc					
4c185a25e2e4cfbb91d82e73925f8e64	Organism			ECOSUR				CH		2000-0334-2			Germoplasma en conservación						4ffde3d6-ad37-4c0d-9133-176050475eca					
4c1a823b783f82f39554eb6485b935a6	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		8338-VER-458		MFB & ARR 150	Germoplasma en conservación						caabd393-7ae3-4459-a36f-a3c38333defb					
4c20e80ec54a065f63083539694bed50	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2468-HGO-7			Germoplasma en conservación						ed994a27-b56c-4a50-871c-66723c51c201					
4c286a7503552ea4b5093f288f56c8dd	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2605-HGO-144			Germoplasma en conservación						0081823d-2297-43aa-8866-3f48487357ac					
4c2df009fdb0669438da70f56d5a7b2d	Organism			ECOSUR				CH		2002-1168-1			Germoplasma en conservación						67a2235d-443f-4f31-938e-b369d67788b3					
4c3750ee9ae0325d9a8b1bbab2f727df	Organism			ECOSUR				CH		2000-0043-2			Germoplasma en conservación						a2e64aa7-f81c-4ed1-811f-ec59f41c1453					
4c386cf69fbc2c6b0b2f788a08f009bf	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6900-SLP-48			Germoplasma en conservación						1f427a59-cb22-435e-9a82-fe8e3f3dedce					
4c3a2e7a2d4e2125e02124da82cff929	Organism			ECOSUR				CH		2002-0742-2			Germoplasma en conservación						d7247a81-63e7-4d82-ba44-93ec2a52a766					
4c3b314e7e78dbb4281a7cbbf1ff5ebe	Organism			ECOSUR				CH		2002-1022			Germoplasma en conservación						9fa47050-3535-431d-997e-ac83ae3aae98					
4c3fcca41dd71287f4db4423f8503caa	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		11027-OAX-856		ST & FAC & MR 17	Germoplasma en conservación						642ddd69-ad7a-4c74-8274-580ed2eb8241					
4c3fe8fc4c1d932d704cb7342712af49	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1596-DGO-136		EHX 14810	Germoplasma en conservación						0b6ab7f6-abf6-4da8-8c72-faf71b9496f9					
4c43a5d0619929bd6f1000a5e2152a1c	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1388-COAH-105			Germoplasma en conservación						4fc3eb07-f305-40c4-baff-d997522e3029					
4c49a2618da40f9510944907177a3144	Organism			ECOSUR				CH		2002-0189-2			Germoplasma en conservación						c6afdc21-5100-41a9-ae48-3279e0ffa05a					
4c4afa7975ba3e4a97a5d349fac0227f	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		4836-NAY-92		IIA 760	Germoplasma en conservación						9d0f8312-3d59-4ce0-99ea-2780bfab92c8					
4c5067052562be6dce15be1cef3b0f2a	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6561-PUE-848		MFB & ARR 255	Germoplasma en conservación						0a5adeaf-c739-4b92-9201-5d91e913c628					
4c557a52f59f6d36a44983aca3c72b34	Organism			CIRPAS-INIFAP				BAGENO		11707-OAX-1536			Germoplasma en conservación						3de77044-1bba-4236-bc90-e7e3bdaf6d11					
4c58d95bc50eb604ad5ad4c0eb4e9cb1	Organism			ECOSUR				CH		2000-0064-1			Germoplasma en conservación						c7eefff6-d910-4868-a6f9-69ea999a6400					
4c5f381447e5cf188683388387b081d6	Organism			CIMMYT				CIMMYT		10341-T.spp-1939-129			Germoplasma en conservación						c9983194-7cdb-4b26-bd1d-fe2e1368ebe5					
4c5f67e9c703514babae31a1be758668	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		3935-MEX-534		ARR 108	Germoplasma en conservación						f343c759-7089-4016-96e4-368ec80411b4					
4c61739d455086fce443f14c72f829d4	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		846-CHIS-611		ROP 454	Germoplasma en conservación						6cea0bdd-4c2d-46d8-9c07-b13f6c8140b7					
4c62cf2173460b85e8d42d7fdc0a91a6	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9705-GTO-377		BMDH 7	Germoplasma en conservación						4c6b9082-547d-4bb2-b990-701d7e3c05b2					
4c6472aab56139bcea67a276740b8019	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6285-PUE-525		PP 210	Germoplasma en conservación						6b8e8ae8-d826-41f1-a8ed-839f6a7cc60d					
4c670553ab3fd4a1f1dc3050c482a6a4	Organism			CINVESTAV-IPN				UCG-CINVESTAV		1580			Germoplasma en conservación						703f4f82-b51e-4ccb-84f6-b9d0e8d42025					
4c68032a5fad4706b3358d788d940072	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9141-HGO-237			Germoplasma en conservación						7a1a1135-ae1f-44c8-a49e-6451d94dda19					
4c6993d7cd5f15a841b960c37af087f9	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2058-GTO-329		MHG 6	Germoplasma en conservación						3cba9fbb-cf52-4284-8212-8de6dd494d8a					
4c734123ff08e50809a017bb6cb99c04	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		4874-NAY-130		IIA 751	Germoplasma en conservación						f41bdcc1-eda2-4964-a068-42af12e7d17b					
4c742b356f3f49e83ec735cf261e301d	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		897-CHIS-662		ROP 555	Germoplasma en conservación						7de6b48c-1f9a-49ce-8867-65b137c4ea78					
4cbfdfbf92ec16e7f092155ce7eced5c	Organism			ECOSUR				CH		2002-0235-1			Germoplasma en conservación						9376f3de-07d1-4203-a844-19d482817cf0					
4c75d7f39ff7d8cf3f58cf5cec8f5bb8	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6394-PUE-634			Germoplasma en conservación						fa14584a-d5db-4bcf-99ca-2838a726036c					
4c79b4ad8a881d0a20bc681970951b04	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1384-COAH-101			Germoplasma en conservación						f77e6810-9e36-4575-a22b-13548839468e					
4c7eb1d5e1e1c608cf68874aa5485e02	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9907-SLP-211		JAHA 12	Germoplasma en conservación						a14217da-57c1-4f8a-b6a2-3f4cfa7cbcaf					
4c8243af5ae3af2b62806f1e077ac03a	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		7098-SIN-40		EHX 14783	Germoplasma en conservación						b54047b5-d47d-45a4-ad16-df093b28c96c					
4c84410ff9d493e9ef4066f0e714c429	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9649-JAL-737		LOS 54	Germoplasma en conservación						6773a350-3a51-4cd8-8795-19bc1822176c					
4c8c9008cd39d1f8645b2b3f00cf3cc2	Organism			CIRPAS-INIFAP				BAGENO		11924-OAX-1753			Germoplasma en conservación						1429d03f-3298-40d2-a013-a0c4dd011be0					
4c8f25bdbf6f490c3bc8cdf49273787c	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9742-GTO-414		BMDH 44	Germoplasma en conservación						ff6e154e-aec6-496f-92eb-402075089161					
4c8fed5c05cf311c97e9792e6799ad74	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		250-CHIS-24			Germoplasma en conservación						29efbdfb-1078-4486-85c9-79c60a97af1b					
4c902b0b3f16ade79d2237ecda227ef8	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		5330-OAX-129			Germoplasma en conservación						81533301-0d31-426b-903f-88258e28b365					
4c973c81c1564dd4b34b09f5003f6dd2	Organism			ECOSUR				CH		2002-0356-2			Germoplasma en conservación						dc566f47-d72f-4d0c-bffa-9dff45795926					
4c994cddda233fdbbcce7d5e860411b6	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		5339-OAX-138			Germoplasma en conservación						b5c3f6a1-7842-4475-8bbe-bb973dcd09e7					
4c9d33b2a07709304aca87f9792fed97	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		7089-SIN-31		EHX 14774	Germoplasma en conservación						6f1ae88d-fc38-451a-b6a4-bc76ce620c6a					
4c9d3b6bb02a04e9b3cef3e5055c9cd6	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6158-PUE-398		PP 69	Germoplasma en conservación						d15fdbfa-b687-4eca-9cd6-a5b4c686a922					
4c9d6f4811f563c815a39c1c16878d7a	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6573-PUE-883		MFB & ARR 291	Germoplasma en conservación						f5f594c7-4f41-472e-af65-6c8bec1f6d0d					
4ca40a9278ddff6ed39de7d3afff28ac	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		10981-OAX-810		FJS 141	Germoplasma en conservación						2030d461-cd57-4096-826e-1e6bd6fca1ba					
4ca6d9c58a6b9aeeaff2dfe0f6848713	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		11223-OAX-1052			Germoplasma en conservación						74182e4b-ee9c-41eb-80fc-d43b404c1fa7					
4caef24756176cd33dff29b7fd2cf976	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		3434-MEX-36			Germoplasma en conservación						7fad430f-eed0-40a0-9f7d-c978093cc744					
4cbae8049534f2e92557d8e1603eef44	Organism			IMAREFI-CUCBA-UDG				IMAREFI		10640-MICH-569		JACV 05084	Germoplasma en conservación						f9622887-b3ef-428d-a137-4778c8ce6189					
4cbb06c6e233a96f42a3cc1511a52a6b	Organism			CIRPAS-INIFAP				BAGENO		11857-OAX-1686			Germoplasma en conservación						179ff49d-b026-45be-9792-e3535d68452b					
4cc9a5efe587d63ca02047510a681409	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6893-SLP-41			Germoplasma en conservación						e8fea846-25d0-42dc-8e9e-4b511b8e91b7					
4cd068f90bda0ea9dd7c370ceaa3e361	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1111-CHIH-176		EHX 15181	Germoplasma en conservación						68192aff-6f25-4bf6-80b3-8f31b45cd3b8					
4cd885a740c97b1b20cfb468cbbf9c65	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		10130-JSG-JMHC-K-FCG-316		JSG, JMHC, AK, FCG 316	Germoplasma en conservación						629ede58-a671-4309-bef9-06fa10911d5a					
4cdcf734905424a04baaf2198ef2c3ec	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		4210-MICH-85			Germoplasma en conservación						803cdbed-95c5-4e6c-a276-024f30a94152					
4ce14749ce8dce4e86a99fe3b57ffd1a	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6601-PUE-939		MFB & ARR 421	Germoplasma en conservación						9acda36f-df1a-48fe-86e5-e7ba270bf182					
4ce1c1a8ac0556892141f1f665e384b7	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		11237-OAX-1066			Germoplasma en conservación						722fd1b3-ed11-4b91-a134-ff339173fed8					
4ce45f774ef76a0956ba4adff47d8996	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		5639-OAX-435		PRONDA 144	Germoplasma en conservación						87336a07-c60f-47a8-9c1c-59b45591447b					
4ce7dfca76f3b28a8d6853cc7ad39871	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1888-GTO-157			Germoplasma en conservación						16c380fb-9c9b-4b97-adf9-ce8ae9624a6b					
4cee011293a4a1fe6733474145d67cf9	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		8477-VER-632		PRV, JAA, MSM, DA, RA, PS 98	Germoplasma en conservación						a87c6bb8-3386-4c5f-9396-685a035efe98					
4cee4c138832ee19ae56271b074ac6a1	Organism			ECOSUR				CH		2002-0993-5			Germoplasma en conservación						f36ba6eb-14e3-42fd-bee8-e3a6a805feca					
4cee605578eee8796c9c94c3b01e41d9	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		5185-NL-105		CVM y estudiantes de UANL 124	Germoplasma en conservación						a25f3ce2-eda1-43c7-a13a-75ab27da947f					
4cf77e27065937cb5270f7a28010f688	Organism			ECOSUR				CH		2002-0003-1			Germoplasma en conservación						2a85a036-5ffc-4b5c-9fe6-b0efea8894ac					
4cfc79f25b86f1fda6d56b6088513f0a	Organism			CIRPAS-INIFAP				BAGENO		11774-OAX-1603			Germoplasma en conservación						b6b188d0-3447-46a2-98ac-85f356cc187f					
4cfe687f4d3428107fa1eea6149dd3b8	Organism			CIRPAS-INIFAP				BAGENO		11731-OAX-1560			Germoplasma en conservación						d5f160b5-f635-42d8-9e9c-adafebe261be					
4cfeab7a9d8fe3d201fec3f53106ec6d	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9426-TLAX-369		AMA & SSC 37	Germoplasma en conservación						bf1831bf-fc76-4f53-8bd1-d98c9be26704					
4d10908aba63698fc312f941376b6ef4	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		4325-MICH-197			Germoplasma en conservación						d7b432d4-8c35-447d-b49e-acd3e461086d					
4d1adadd487d56d39523069b12d1e7fa	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		4268-MICH-140			Germoplasma en conservación						6ab0bb30-51b9-43d9-821f-95fbf60c4a9e					
4d1de55efae2a4dfc6ed466e78f05456	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1262-CHIH-327		CP 368	Germoplasma en conservación						690a6ca7-9a25-4c73-9597-004a61f16a03					
4d2946adcde7295186f7e8bae89dddd2	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6376-PUE-616			Germoplasma en conservación						1a7ec1f2-0cda-4630-8ab1-ab279b88c199					
4d2c52ccb8210a472fca97025c7b2652	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		8904-ZAC-157			Germoplasma en conservación						03905104-82e0-4e1e-9f26-b5d8e9c4db67					
4d2ea18438d58946ed98ee738a1d7d39	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1189-CHIH-254		EHX 15307	Germoplasma en conservación						e093a276-e9fd-479e-9469-d82ddab44c87					
4d340f07ad694817b759118c69900d1d	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		7324-SON-93		EHX 14993	Germoplasma en conservación						0d3b02e8-82fb-403b-94bc-7a80ba942909					
4d34bcad0321fa6b4d86dba66ae71b62	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2426-GRO-347		ERC 68	Germoplasma en conservación						365bfe34-c1b6-460e-8aba-72ee1deb85b4					
4d364a2ee3c679ea596894434a6eccbf	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		4507-MICH-377		EHX 15617	Germoplasma en conservación						57271ac3-5917-4d21-9b72-6db733db1136					
4d3711dd69642276ed62174763c739bc	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		5319-OAX-118			Germoplasma en conservación						b5cf4430-cee0-4663-98d8-a88ae7e9fa2d					
4d3a80e4463aa9d3aeb727df16ff6f80	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		5990-PUE-219			Germoplasma en conservación						f6415bb6-0503-4263-97d4-4614d3bab8a4					
4d438c5e5892387603bf84462403e207	Organism			ECOSUR				CH		2000-0279-3			Germoplasma en conservación						6a11873f-d6f7-4b4d-b63d-862bb57b205b					
4d53b834020909dfb30729b70cee91e0	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		8968-ZAC-221			Germoplasma en conservación						2fd6a93a-a6bc-4442-96eb-03eb0e98f007					
4d54932e4f649605d2dc9276c69d9f62	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1167-CHIH-232		EHX 12265	Germoplasma en conservación						e53a39da-019d-4587-b3b1-840bb56f66c0					
4d54a530207654d0a402dca0cd8e503f	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		8742-YUC-246		ROP 64	Germoplasma en conservación						18192327-492e-455c-a22d-3c3be23230cb					
4d5953335c95926a1c8db215e4835074	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		997-CHIH-62			Germoplasma en conservación						78f6bc12-4b7c-47f1-9067-88a7a6c790f0					
4d5a101a06221a78be8c959d5c3310fa	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2666-HGO-205			Germoplasma en conservación						bee04caa-5c7e-4c19-862f-efbe594fcb29					
4d5b057a242dc46892a2efdcfe895959	Organism			ECOSUR				CH		2002-1367-1			Germoplasma en conservación						37baf2bf-52b7-49de-b900-261c44ce7ee6					
4d662d18c861a9eba1774cfedcb10d05	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6449-PUE-689			Germoplasma en conservación						f505f620-f06c-4386-8c66-4f8fd5ab2a8c					
4d6aceade0318df912c3781c83f3abfc	Organism			ECOSUR				CH		2002-0476-1			Germoplasma en conservación						cb696010-1582-442d-b8f9-61a7893c8e6b					
4d6dc5f2052c737dfe83251aab8f8200	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		7172-SIN-114		EHX 14965	Germoplasma en conservación						dfb2fb88-00c9-4256-aefd-d7b03a101bff					
4d716ea4d83171473b023bb8d01d5504	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		10941-OAX-770		J 101	Germoplasma en conservación						3ff3f339-9ba9-4dfb-9630-b00167be4922					
4d76f3751f258e866bf0c5519c5abd97	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		7056-SLP-204		ROP, JLRO, JCP 192	Germoplasma en conservación						3e0386d1-72e7-4559-8a31-0f8abe021769					
4d772fef6ec80c019d54307d8252d63f	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		10996-OAX-825		FAC & ST & FHC 4	Germoplasma en conservación						09049659-e51f-4491-b2e9-64fb1f5303c8					
4d7e8f4f41fb1216102cafdf628fbab0	Organism			CIMMYT				CIMMYT		10266-T.spp-511-4			Germoplasma en conservación						c1110720-b721-4c34-8e5a-4647fd79bb49					
4d84adcd3d3e54f3c3b7adfb0b66cafd	Organism			ECOSUR				CH		2002-0739-1			Germoplasma en conservación						f1b012b9-a208-4f92-8821-46712a5016bd					
4d882c723e96e3fc7e8e97a3affab6ed	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		5327-OAX-126			Germoplasma en conservación						ddb2bd8c-6884-4d34-9c2c-d6b07391c806					
4d8a99cf0a6d3b511311d404631ec5cb	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		182-CAMP-85		EHX 4173	Germoplasma en conservación						cfc9bbfb-5ba0-450b-a98e-d85acab05e4d					
4d8c53124b6ca795348b9a0a8a520e72	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		5729-OAX-525		ROP & ARF 6	Germoplasma en conservación						07b2a84b-67d4-4bf6-b782-53e4b640b462					
4d9e885bec2253836ef3d657604e5aba	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9264-TAB-25		CSAT 23	Germoplasma en conservación						554b1f09-58b2-4feb-8ebb-7a2579ca932e					
4da057c689773a6a8925a8ab5e7c034f	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6827-QROO-111		HML 115	Germoplasma en conservación						d14a3632-7d63-49ca-abd4-36abd726911e					
4da24043fd965785d39c2f3d76413a9d	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		450-CHIS-216		EHX 1506	Germoplasma en conservación						ae3e7fd7-1aee-425b-bf28-53164d5deca4					
4da35b56d3a5f881b5f5aa88d83443d8	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		5326-OAX-125			Germoplasma en conservación						14484223-2067-44d5-9a86-2a953120a9f1					
4da4d11e7ec4a6b623516571e437b841	Organism			CIMMYT				CIMMYT		10318-T.spp-5116-650			Germoplasma en conservación						432c1a4a-141c-46bc-9fa3-d69c534f8e09					
4db1152e1007920b2ffed13e705a0721	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2763-JAL-61			Germoplasma en conservación						f3f180d5-19f0-4f16-b4dd-131ff2296075					
4db3a52f33988abf358de2ef2a9177ab	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		7409-SON-178			Germoplasma en conservación						f5db3cc4-acea-4de9-87ae-56068c337aa2					
4dbdbc88b257c8ddb0c4ae82a618bcc1	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		11245-OAX-1074			Germoplasma en conservación						5486bd9b-16f4-4a49-97c0-02da51a5cfa6					
4dc12b65a956ee299665cb8d0c95d6ba	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		3624-MEX-224			Germoplasma en conservación						54367a5a-dc65-4045-aad6-445e43c08e6e					
4dc1eb162298bdfd47d479e7c1a2c397	Organism			ECOSUR				CH		2002-1789-1			Germoplasma en conservación						5c9e79ac-b8cb-42f1-b654-383fe00da7df					
4dc36b6dc121c5fa178116c94ca69943	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9340-CHIS-766		ND 7958	Germoplasma en conservación						4b1c253f-f64f-4ee9-9d21-1a2c79005c67					
4dc4627cb8d0a86d3e0b4eff4bee82b3	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		3523-MEX-123			Germoplasma en conservación						a1e7c4fe-c12a-443c-8de4-7c11fbb13b06					
4dc4cc5e97c9d8de10714488d52bc80e	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		7393-SON-162		EHX 15074	Germoplasma en conservación						1a537262-50d2-43ac-a8b8-ea6723d1406d					
4dcae9a4ceb01ef032f92d4de09b0799	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		5543-OAX-339		EHX 15682	Germoplasma en conservación						17ad72fe-3418-40fa-a38b-8997245209b0					
4dce08123ed3479a4dd64ba1ee26d75f	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		11527-OAX-1356			Germoplasma en conservación						5e8490be-2284-4559-9854-96194e5e5d67					
4dcf0121f88b25a765b22732ec9b4a08	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		10492-CHIH-483			Germoplasma en conservación						77f12f9e-c884-44f1-80d1-842ac18e6507					
4dd0a3b586f6791d76d7149c179abb55	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		4211-MICH-86			Germoplasma en conservación						cae1411d-ca0f-45e6-a6e4-9f93ba5bd122					
4dd6b32a50286c47145c7e4600ee256d	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1287-COAH-4			Germoplasma en conservación						7c49c8a0-7cf4-4ff5-a069-92c81b0a85b9					
4ddf0bcdd87bceed718c180096a02f5a	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6699-QRO-94		ROP, JLRO, JCP 116	Germoplasma en conservación						0fcd7d2b-a0b7-4255-9b84-f3193d5a1024					
4de3a1581e945cc97e0a30a5950169f6	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		3703-MEX-303			Germoplasma en conservación						e10c3eea-a3b3-4491-9741-512e2ca193e3					
4de92d70c243b822eeecc68ee7afecb6	Organism			ECOSUR				CH		2002-1204-1			Germoplasma en conservación						832b468f-efb9-452d-9218-295d3d830c59					
4deb6f19f6fa738c9c82ca0a02ce282b	Organism			ECOSUR				CH		2002-1489-1			Germoplasma en conservación						7763efea-5ee7-4f3f-80a4-d8444bcc699d					
4deffc5bff7a17fd47d580c9ce88267a	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		5679-OAX-475		RZD 2	Germoplasma en conservación						efe0bffd-d5ee-42ab-80f6-35cca258e9f4					
4df0ce86aecca5601cb6dc20bdf8c0b0	Organism			ECOSUR				CH		2002-1622-1			Germoplasma en conservación						b65b4e11-0827-4163-896e-f626a52ea3fd					
4df75c5a37eed0e5c7d68baaa14e9b63	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2696-HGO-236			Germoplasma en conservación						abcd8b48-0c3a-4c40-85bd-4827ba432727					
4dfa986112d6d0b09ebf1577f0a59869	Organism			ECOSUR				CH		2002-1074-1			Germoplasma en conservación						645af3b2-34fb-4020-8602-e962fe1881e0					
4dfde3af874ddb17157d27bdfa992666	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6036-PUE-262			Germoplasma en conservación						f9edaaaa-3f75-4840-8ffe-c2983857af12					
4dffcf3a8444f2dcf864480d72818b56	Organism			ECOSUR				CH		2000-0031-1			Germoplasma en conservación						739fa2b4-55c0-43e6-aa2e-4afa139e660e					
