material_entity_id	material_entity_type	preparations	dispositions	institution_code	institution_id	collection_code	collection_id	owner_institution_code	catalog_number	record_number	recorder_by	recorder_by_id	associated_references	associated_secuences	other_catalog_numbers
b6888d27310ccaf017fc278ce78c0255	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3174-JAL-459						
b688ca0d1c3ae73993a1cc331f6e2212	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			11352-OAX-1181		Flavio Aragón Cuevas; Víctor Serrano Altamirano				
b69b19acb51ceb5b25b5aaf6a7584c4b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1819-GTO-84						
b6a324fa6db8348224730e5ebf38fb13	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9833-AGS-114	EVG & RPL 9					
b6a6fac45bf076eb8e628da53041bed8	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			712-CHIS-477	ROP 255	Rafael Ortega Paczka				
b6af8cca774e7fa77a01a9f8d09f2196	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1681-DGO-221	ALJ 18	Antonio López Jaramillo				
b6b31592e51c46e80b832fe0b8ad93f1	ORGANISM	Germoplasma en conservación		CIRPAS-INIFAP		BAGENO			11826-OAX-1655		F Humberto Castro García; Gerardo Villegas; Mateo Jiménez				
b6b5727eac0f51b0c9c8dd64e4b752d3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5357-OAX-156		Kaplan				
b6bbd9dabfa49567ed2720729d4c1d4c	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			760-CHIS-525	ROP 318	Rafael Ortega Paczka				
b6bdfa3eade8682774c1c33f0112d46b	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1310-1		Hugo Perales Rivera				
b6be4b7b57b7013d8f4ce0b192fb6710	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7652-TLAX-77		Abel Muñoz Orozco; Salvador Domínguez Sánchez; Palafox; de la Vega; Ávila; de Haro; Alfonso Macías; Alberto Flores; Francisco Ramírez; Pimentel				
b6c7486e67f4243a874891451c704fb1	ORGANISM	Germoplasma en conservación		CIMMYT		CIMMYT			10339-T.spp-1960-131						
b6c88fd24c2e4ba29daa72194cf91391	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6136-PUE-376	PP 47					
b6ce9d93531886b5a7db056e0b7dc7aa	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3121-JAL-406						
b6d96fcd7145378c7f55f256f54d8e42	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0579-1		Hugo Perales Rivera				
b6e47b5cbf31cb0c6e0a8432b06f08ef	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1030-CHIH-95		Efraím Hernández-Xolocotzi Guzmán				
b6e8decf8567cd94f3e1daa85b4858d2	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1552-1		Hugo Perales Rivera				
b6ecda1f0ee5ce4e79370d9e87802a3f	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5266-OAX-66		Efraím Hernández-Xolocotzi Guzmán				
b6f621e3740ca320ed0e42df5c120f59	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0350-1		Hugo Perales Rivera				
b6fad3a5346c58a148b981f4285ec7a7	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1725-1		Hugo Perales Rivera				
b6fe8bc56cf35f1c35f5c688fb16efb5	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0450-1		Hugo Perales Rivera				
b703bbe0e23691b095b174627250ee43	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0034-2		Hugo Perales Rivera				
b70ca3b85b769f3d83efa21c75f7f1d5	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0338-1		Hugo Perales Rivera				
b70d55727f4ea32929d0112421ee69b9	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5915-PUE-144		Hermilo Hugo Ángeles Arrieta				
b70dd8c8bb77d8a28798899e469193ab	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4078-MEX-677		Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz				
b712cef569cf72ddca1f82ba689d726e	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4715-MOR-135		Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz				
b714694e6b690825eec4d7c57d1624fd	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9805-AGS-86	LPG 9					
b71ba6860e97d2523921dbba7c583ba3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1721-DGO-261	ALJ 59	Antonio López Jaramillo				
b729bd5877b07867b88b510017ae3d4e	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0273-2		Hugo Perales Rivera				
b72c812ef0d41e27cd59b85554abb32d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5046-NAY-302	PRONDA 528					
b72ef1b492a4590a8d7b9509508739d7	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10918-OAX-747	FJ 78	Flavio Aragón Cuevas; Jaime Díaz				
b73a9886c3cb9648b3a2b72a7300f574	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10223-JSG-RMM-LCL-525	JSG, RMM, LCL 525	José de Jesús Sánchez González; R Miranda; de la Cruz				
b73dd5fcebf99321fa602b1f5e4f5af1	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9130-SON-53						
b7422cee9ec16442861c523a783f88f7	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6462-PUE-702		Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz				
b74be64577d1e8540feacbfa4fe271d6	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0342-2		Hugo Perales Rivera				
b7557d6c6ab6b5a50e8d0ad5304a0772	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7066-SIN-8	IIA 2					
b75849318a6e77dc13b08a6e219935cf	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0705-1		Hugo Perales Rivera				
b75a2107e7e9b77fdaf2a79c94ae5d2a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			11003-OAX-832	FAC & ST & FHC 11	Flavio Aragón Cuevas; Suketoshi Taba; F Humberto Castro García				
b75b572411e41529150d9397015b4150	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7915-VER-8						
b75db1c31bf3fdb9376b3b9480282979	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6702-QRO-97		Alfredo Obregón Zepeda				
b7601b418c5d94a6639e2202efed8469	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7485-TAMS-59	T 24					
b7690fa68aab8011e28e5cadbb7c6ddf	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1729-DGO-269	ALJ 49	Antonio López Jaramillo				
b773240dc69f097d906a2b7c499828ce	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2501-HGO-40		Gerald Lemaire				
b773442d60d70d8a29e8d7023be28aa4	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			101-CAMP-26C		Efraím Hernández-Xolocotzi Guzmán				
b7768c69a962a55ed73208d63610a5ea	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4294-MICH-166		Rogelio del Toro Stodelly				
b77e1c846045d21386c8a0b34279ffa9	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2694-HGO-234		Abel Muñoz Orozco				
b780e8024feaea2e2c8db01eab99ef87	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4020-MEX-619		Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz				
b78200585e153a879d4eae201e35fee3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5112-NL-32	T 33					
b7886d29908ede6a07c34622b4e25cba	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5946-PUE-175		Hermilo Hugo Ángeles Arrieta				
b78e7fbaf7a9297dbb0a698b20ed9c92	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6244-PUE-484	PP 169					
b7972ae478cf0791a3e08c7d2d1f3c3c	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0385-1		Hugo Perales Rivera				
b79a6240ac16cedfe32296dd43e31844	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4583-MOR-3						
b7a46b2b4ef2dacb1c50b9e439afc7a3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4947-NAY-203	EHX 14584	Efraím Hernández-Xolocotzi Guzmán				
b7a6baad7b326831340804a8f51e7403	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1225-CHIH-290	EHX 16180	Efraím Hernández-Xolocotzi Guzmán				
b7a6cf41490c75b3108157c3ad0145d1	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7197-SIN-139						
b7b1b60013b6183739df7084ed9e27b3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1092-CHIH-157	EHX 15163	Efraím Hernández-Xolocotzi Guzmán				
b7b59e3baf436596bffd1c42fcdc2f9b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9729-GTO-401	BMDH 31					
b7b6ad285dacf7b67634f65b5aef6d8f	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0385-3		Hugo Perales Rivera				
b7b77dd7788764d60768c9c03ede6d8d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			638-CHIS-404	ROP 156	Rafael Ortega Paczka				
b7bd9c76c156707bebfff5274e47915d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6481-PUE-721		Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz				
b7bf122918beb40b706b58a3715cb29d	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1658-2		Hugo Perales Rivera				
b7c0230d8b01f24dfd3b3ee12b892a77	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2458-GRO-379	PMN 19	Pablo Murillo Navarrete				
b7c07c649bfe128f85632428db621119	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6478-PUE-718		Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz				
b7c3088872ec69a0110410af6593bb0e	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1559-1		Hugo Perales Rivera				
b7c85a25ceedb2d4653521cbf2ee9c4b	ORGANISM	Germoplasma en conservación		CIRPAS-INIFAP		BAGENO			11662-OAX-1491		F Humberto Castro García; Simón Méndez				
b7c877891db266b491e84286b562e59e	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1751-1		Hugo Perales Rivera				
b7cdf4d4c08cec3a2c31c95ee0f3f0bb	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			366-CHIS-134	EHX 1341	Efraím Hernández-Xolocotzi Guzmán				
b7cf39642624e5bbcbf24d49b01cfa4f	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1761-GTO-28		Atanasio Cuevas Ríos; Félix Agramont Cota-Ayala; Roberto Osoro Alcalá				
b7d0d1e6c8d6504a561a6933bbb7d8b7	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8182-VER-273						
b7d5fc8c61b49238894e357558480ac8	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0314-1		Hugo Perales Rivera				
b7d80b5f5228fa578ec52c3e59eadd3c	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5958-PUE-187		Hermilo Hugo Ángeles Arrieta				
b7d87a18806e4e6a1ffd371048d3c355	ORGANISM	Germoplasma en conservación		CIRPAS-INIFAP		BAGENO			11820-OAX-1649		F Humberto Castro García; Gerardo Villegas; Mateo Jiménez				
b7d9462062dab2f6251404b89aa1301a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			554-CHIS-320	ROP 5	Rafael Ortega Paczka				
b7dc43740f9b507acd193967c48aea19	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1113-1		Hugo Perales Rivera				
b7dc9069da38dae831583fbbcb0ba7a4	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			345-CHIS-113	EHX 1147	Efraím Hernández-Xolocotzi Guzmán				
b7dd6c3c76eee270478f3dd3027e016c	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3890-MEX-489	ARR 31	Alberto Ramos Rodríguez				
b7ddeda3726afdcebb6b3484d27bb631	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0329-1		Hugo Perales Rivera				
b7e3ca68e7bd7f8c97063a2e59e59942	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			602-CHIS-368	ROP 102	Rafael Ortega Paczka				
b7e4e6e6ee8a5705fdbd814d1e4f39b4	ORGANISM	Germoplasma en conservación		CIRPAS-INIFAP		BAGENO			11745-OAX-1574		F Humberto Castro García; Simón Méndez				
b7f0c3f784e1667bea01fbfc066b0d05	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10920-OAX-749	FJ 80	Flavio Aragón Cuevas; Jaime Díaz				
b7f321d01be918bace22479764650f45	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0656-1		Hugo Perales Rivera				
b7f89c3e84ebb509ef0ae67c096005c0	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9062-VER-684	PRV, JAA, MSM, DA, RA, PS 34	Porfirio Ramírez Vallejo; Jesús Alcázar A.; Mauro Sierra Macías; Darío Aburto; Ricardo Arroyo; Pascual de los Santos; Mauro Balderas Muñoz; Francisco Ortíz; Cirilo Ortíz Ortíz				
b7f9b2eded7f617b07e72d30ba58969b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7417-TAB-3		Efraím Hernández-Xolocotzi Guzmán				
b803c883e87381544382e9e132ea3b21	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5901-PUE-130	EHX 4218	Efraím Hernández-Xolocotzi Guzmán				
b80653d81ef65d2094aee6243b62995e	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6987-SLP-135		Gerald Lemaire				
b808a53aea65d41e4504a9d11d0c10fe	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8886-ZAC-139		Abel Muñoz Orozco				
b80ce23039812c2f7973a818f45c7577	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1028-1		Hugo Perales Rivera				
b80efe9c308fce9c736db987bc7b1b43	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6260-PUE-500	PP 185					
b80f5057cbc8d21ae0dabe44a95b48e8	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			655-CHIS-420	ROP 184	Rafael Ortega Paczka				
b80f93c795e375739ab8addb5226c79f	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1005-1		Hugo Perales Rivera				
b8109afe236154104412852e46bf0104	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10794-HGO-374		Yolanda Beltrán Vargas; Fidel Arellano Tolentino; Silvia Mejía; Eugenio Candelaria				
b816ca34fc4b0bfe67cac1d0f37fd46e	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2261-GRO-182	EHX 4393	Efraím Hernández-Xolocotzi Guzmán				
b81b468e30be0f87a7cfd3c90d63ce9c	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9-AGS-9						
b826454d6491399ce0e9a73b3d230692	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1952-GTO-221	JRPA 21	José Ron Parra				
b8289792edbe250bde361f148f958ae3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8086-VER-177	JJR 37	José Jiménez Ramírez				
b82f9970757f550134a84badb07820c3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7309-SON-78	EHX 14976	Efraím Hernández-Xolocotzi Guzmán				
b8308f7d88c411a746c2cd3ec2ffb7bc	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9964-SLP-268	LZL 76	Luis Zamarrón Loredo				
b833b5bca7b39a00c8c20a72a1d241dd	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0811-1		Hugo Perales Rivera				
b83483179703201759160ab026121076	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1036-CHIH-101		Efraím Hernández-Xolocotzi Guzmán				
b838da61a86197f3e337143e1471f539	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4258-MICH-132	EHX 4585	Efraím Hernández-Xolocotzi Guzmán				
b83beb285867274b0684406616ec2147	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2136-GRO-62	EHX 2933	Efraím Hernández-Xolocotzi Guzmán				
b83c0895378777e9c2f22e3c65e45076	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9245-MICH-525	ND 101					
b840d3856c1f43ec7c7371f1d6fdb470	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5929-PUE-158		Hermilo Hugo Ángeles Arrieta				
b84685ce63b72f2d73d7fba4803b05d7	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0644-1		Hugo Perales Rivera				
b8475ac7e75fc4902aaac72a9688e750	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0521-1		Hugo Perales Rivera				
b84aa19094f97ff41d36dfdc61abd607	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0104-1		Hugo Perales Rivera				
b856733ccaa7bfa9a12635ddf875cd04	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2340-GRO-261						
b85ad9fff82a1a69a633ef49942c2ca4	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0142-1		Hugo Perales Rivera				
b870d1d685a72d57be578a598fdccb02	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8657-YUC-161		JA Hester				
b87e07c94ff70407c462d8392f56506a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10686-HGO-266		José Guadalupe Domínguez Ángeles				
b882c5d5e0321f38a7614b7ed3f07d41	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			892-CHIS-657	ROP 546	Rafael Ortega Paczka				
b884291b016888648298e1abdd166ba3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2969-JAL-255		Rogelio Ochoa Espinoza				
b891fa87ef92fe4ebac875124da966a9	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1841-GTO-105	IIA 115					
b893b2094f2c1bb0aca8ef686103d46a	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0736-1		Hugo Perales Rivera				
b89f8995c1101456f45897c09a80f8ff	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			11154-OAX-983		Flavio Aragón Cuevas; Fabián; Simón Méndez				
b8a4531638817e1735d8bd51ed8912ff	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9658-COL-34	JLRA 5					
b8a4d12fe929975219a5f3270e1822cc	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0164-2		Hugo Perales Rivera				
b8aa767f600fcc92c84a58ca41b84f14	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4629-MOR-49		José Ron Parra				
b8ac13f5219bd73100e550edc59f014b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1072-CHIH-137	EHX 15140	Efraím Hernández-Xolocotzi Guzmán				
b8afa3ed775f12e29be9896fa4b81fe7	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			474-CHIS-240	IIA 128					
b8b96cd5c5dd042a4a7615debce1c6cb	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4937-NAY-193	EHX 14568	Efraím Hernández-Xolocotzi Guzmán				
b8c629e0c7cd107829c204837f8c79f7	ORGANISM	Germoplasma en conservación		CIRPAS-INIFAP		BAGENO			11927-OAX-1756		Flavio Aragón Cuevas				
b8c9e0e536bc85a056cb1c6d0294e340	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8221-VER-312	P 9					
b8caf3c5dc78597d15469404225d9bfd	ORGANISM	Germoplasma en conservación		CINVESTAV-IPN		UCG-CINVESTAV			1754		Luis M Arias Reyes; José Luis Chávez Servia; Luis Latournerie Moreno				
b8d0d517df26e7eba1f2ebc31d2d124c	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			831-CHIS-596	ROP 415	Rafael Ortega Paczka				
b8d2353f019e329376307d82e6de746b	ORGANISM	Germoplasma en conservación		CIRPAS-INIFAP		BAGENO			11911-OAX-1740		Flavio Aragón Cuevas				
b8d50ce6966e745b517cd48dd3103141	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0700-1		Hugo Perales Rivera				
b8d56566a62b3773f9b8aa83ea406371	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6-AGS-6						
b8d5692d890db2151876bda830b81a0f	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5725-OAX-521	ROP & ARF 2	Rafael Ortega Paczka; Alfonso Ramírez Fonseca				
b8d57fc2b5a3b34cbd9741b4618f354b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2760-JAL-58A						
b8d622be301bf3fe283dcfd88e48b3f1	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10038-JSG-LOS-75	JSG & LOS 75	José de Jesús Sánchez González; L Ordaz				
b8dd60e32319202a7c74088ea174de82	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8446-VER-601	PRV, JAA, MSM, DA, RA, PS 67	Porfirio Ramírez Vallejo; Jesús Alcázar A.; Mauro Sierra Macías; Darío Aburto; Ricardo Arroyo; Pascual de los Santos; Mauro Balderas Muñoz; Francisco Ortíz; Cirilo Ortíz Ortíz; Alfonso Ramírez Fonseca				
b8e6a102c1cd20828d07e34142fa720a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4789-NAY-44	EHX 1577	Efraím Hernández-Xolocotzi Guzmán				
b8e6c15abf7b188b2e0ba0e6b05a07d1	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9963-SLP-267	LZL 75	Luis Zamarrón Loredo				
b8eadcea685859fb98ea12133f3de97e	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0269-1		Hugo Perales Rivera				
b8ed2c25aa54ffd09bfeb9a6a5d37a21	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			11478-OAX-1307		Horacio Espinosa Paz				
b8eec31bb7590614c8cd8994d7be8858	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0328-3		Hugo Perales Rivera				
b8f86700b4d53afed7bf03671e4ce775	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0639-1		Hugo Perales Rivera				
b8fbfbb579e345e7afb68745e71e7341	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9498-TLAX-441	AMA & SSC 109					
b8fc8ccbcd56f1d7ba3cfd47c68d65e1	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4128-MICH-5						
b90088c0ead630694708a13d3bde5def	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8237-VER-328	P 25					
b902efd8d3f5a0f010a8c58c63aeaf99	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9201-MICH-481	ND 57					
b9069bf6258d6b9f404daabb7f41680f	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9320-CHIS-746	ND 7925					
b90a724075f2b720eca1fcbafa000350	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3502-MEX-102		Francisco López Hernández				
b911c247377fe26c589cddf5551f6417	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8667-YUC-171						
b913bab9bed87c02c27067a1c5401a9f	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5593-OAX-389	EHX 15819	Efraím Hernández-Xolocotzi Guzmán				
b9188d8d5652c4ebb2f735303c3a7197	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4217-MICH-92	EHX 2797	Efraím Hernández-Xolocotzi Guzmán				
b91d0985eef8f05316d551f480fce20d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			516-CHIS-282	IIA 1262					
