collection_id	collection_type	collection_type_iri	collection_type_vocabulary	institution_code	institution_id	collection_name	collection_code
id.gbif.ch/2432601827	Collection			MHNG	8d572607-d32c-4477-8834-c9dbe76c57f9		MHNG-MAMO
