assertion_id	assertion_target_id	assertion_target_type	assertion_type	assertion_type_iri	assertion_type_vocabulary	assertion_made_date	assertion_effective_date	assertion_value	assertion_value_numeric	assertion_unit	assertion_unit_iri	assertion_unit_vocabulary	assertion_by	assertion_by_id	assertion_protocol	assertion_protocol_id	assertion_citation	assertion_remarks
06e92816-fec4-4bda-b65e-7503014556b7	BIGC.20190422.01	Event	measuredReachLength						105	m								
8ccd549e-0d19-47e8-82a4-313e2f5bb9d2	BIGC.20190423.04	Event	measuredReachLength						100	m								
3d345f10-0619-4e39-ad95-3baac64aadfd	BIGC.20190424.07	Event	measuredReachLength						90	m								
28080908-b360-482a-a9a1-899b80770cd8	BIGC.20190424.05	Event	measuredReachLength						100	m								
425fb368-2829-44b2-8ec5-d8602ac480a6	BIGC.20190425.09	Event	measuredReachLength						100	m								
53e2c002-80ad-44d9-8df9-6f1fc18b32fe	BIGC.20190425.08	Event	measuredReachLength						100	m								
25663d55-e326-404c-a7ff-32c44a5fc3a7	BIGC.20191021.01	Event	measuredReachLength						102	m								
c5f5153d-4967-434e-be76-8f05dc398bbc	BIGC.20191022.04	Event	measuredReachLength						102	m								
9532961e-8f6f-4512-8431-f1e39d3832b0	BIGC.20191023.07	Event	measuredReachLength						100	m								
9220b57e-75d3-4b12-86fa-2d6329452a64	BIGC.20191023.05	Event	measuredReachLength						100	m								
ee50f4f5-5162-4a6d-bf60-746b237965c1	BIGC.20191024.09	Event	measuredReachLength						100	m								
2e8145fc-7ff5-45d0-9f70-9d218190e65e	BIGC.20191024.08	Event	measuredReachLength						100	m								
1b96c468-03b8-4f3f-9f4f-9c1532d9eb04	BIGC.20190422.01	Event	fixedRandomReach					fixed										
40c13bd2-abba-4277-8e09-d903d694fa28	BIGC.20190423.04	Event	fixedRandomReach					fixed										
2d9f6b37-fb9d-4ce4-a177-87bd57404583	BIGC.20190424.07	Event	fixedRandomReach					fixed										
58e4035a-47d9-4fb0-b45f-909bf316337a	BIGC.20190424.05	Event	fixedRandomReach					random										
7ad91fbc-076d-4d5f-b82c-bc70683018d3	BIGC.20190425.09	Event	fixedRandomReach					random										
79c87137-3a0e-40c2-b045-6d6209154acd	BIGC.20190425.08	Event	fixedRandomReach					random										
015cba42-8a59-4b48-acd3-74146cf37108	BIGC.20191021.01	Event	fixedRandomReach					fixed										
23106b80-f88c-41a9-aab5-8def58d4ba12	BIGC.20191022.04	Event	fixedRandomReach					fixed										
eeae6be9-90c4-4178-a663-44de4609e721	BIGC.20191023.07	Event	fixedRandomReach					fixed										
bc6f2889-630b-41d4-ad13-d32fa679611c	BIGC.20191023.05	Event	fixedRandomReach					random										
7b42d322-5d1a-41e2-b7e9-679b385e7b94	BIGC.20191024.09	Event	fixedRandomReach					random										
25d2646e-94db-4d69-8c89-96ca11941502	BIGC.20191024.08	Event	fixedRandomReach					random										
a871d371-76a1-40de-801a-aa4ca5b2ed6c	BIGC.20190422.01.1.e-fisher	Event	passNumber						1									
b7b5241b-0c3f-4758-9348-0d6b54c135ef	BIGC.20190422.01.2.e-fisher	Event	passNumber						2									
6dfa8920-2393-44d8-8f22-9018d5c16daa	BIGC.20190422.01.3.e-fisher	Event	passNumber						3									
5498062b-2256-489a-a89b-8686dcbf0844	BIGC.20190423.04.1.e-fisher	Event	passNumber						1									
57d898e0-e4ff-467f-91fb-4bbd0c93dcec	BIGC.20190423.04.2.e-fisher	Event	passNumber						2									
e75364a6-1eee-46c3-b668-a05bba01fe95	BIGC.20190423.04.3.e-fisher	Event	passNumber						3									
4d1e1058-da05-4adb-ae40-a9d3c3f97980	BIGC.20190424.05.1.e-fisher	Event	passNumber						1									
0dc8fc13-913f-4943-b49b-96dbab4191e3	BIGC.20190424.07.1.e-fisher	Event	passNumber						1									
ab25de73-41cb-4636-aaf5-23f4f4a4d0b0	BIGC.20190424.07.2.e-fisher	Event	passNumber						2									
4ba8d16c-9d85-4274-999a-3dee2372b3f2	BIGC.20190424.07.3.e-fisher	Event	passNumber						3									
b61a455a-15b3-4c7e-ac36-03bba99b9e9c	BIGC.20190425.08.1.e-fisher	Event	passNumber						1									
6bfa0e75-4735-4dc4-8dc3-914e18cd903e	BIGC.20190425.09.1.e-fisher	Event	passNumber						1									
57aebbc6-cd90-41a9-a358-d6f4aadd6fd1	BIGC.20191021.01.1.e-fisher	Event	passNumber						1									
035471c8-72e3-47bd-99e9-08b34bfed14d	BIGC.20191021.01.2.e-fisher	Event	passNumber						2									
61f04d44-5b9e-4f09-af8c-f3e5566939cc	BIGC.20191021.01.3.e-fisher	Event	passNumber						3									
2d11c51e-1e38-4049-ac33-559e8f258b6d	BIGC.20191022.04.1.e-fisher	Event	passNumber						1									
368747b9-3467-4f73-892a-5dd7f3f0a79b	BIGC.20191022.04.2.e-fisher	Event	passNumber						2									
cfef1891-1726-4abd-af68-e8af3a919940	BIGC.20191022.04.3.e-fisher	Event	passNumber						3									
a67bac8e-0dac-4392-9fc6-a4e738ffa39d	BIGC.20191023.05.1.e-fisher	Event	passNumber						1									
4e49351e-76dc-46e7-899c-f19a011b3a6f	BIGC.20191023.07.1.e-fisher	Event	passNumber						1									
c3db02e3-42d6-4f63-a165-fe0efd0a3a73	BIGC.20191023.07.2.e-fisher	Event	passNumber						2									
502590d2-ef0c-47d0-a3d3-59d65e111fad	BIGC.20191023.07.3.e-fisher	Event	passNumber						3									
1a4515af-5cfc-4a83-afdf-3d34de54c6e3	BIGC.20191024.08.1.e-fisher	Event	passNumber						1									
551991d5-6ac5-496d-b3c0-12e1b7249092	BIGC.20191024.09.1.e-fisher	Event	passNumber						1									
8cbc0b84-5445-4878-bceb-8bce2c9336c1	BIGC.20190422.01.1.e-fisher	Event	waterTemp						8.9	C								
c08943d6-9737-46c6-a5d8-23d415ac0383	BIGC.20190422.01.2.e-fisher	Event	waterTemp						11.7	C								
d5250c63-1c40-4187-b55e-dec94392e269	BIGC.20190422.01.3.e-fisher	Event	waterTemp						11.8	C								
f1e4423c-10db-45f1-9c7f-572689dd8303	BIGC.20190423.04.1.e-fisher	Event	waterTemp						9.2	C								
35421e5f-055b-4a23-ba51-e39dff5ed9dd	BIGC.20190423.04.2.e-fisher	Event	waterTemp						12.3	C								
ba4e51d4-b813-460f-aa0f-6cd55cc19e15	BIGC.20190423.04.3.e-fisher	Event	waterTemp						12.2	C								
d2b18018-9aac-44f3-8edb-7bd9a09349e0	BIGC.20190424.05.1.e-fisher	Event	waterTemp						9.8	C								
736e5f44-b996-4113-aa8a-e59a5cfa3a91	BIGC.20190424.07.1.e-fisher	Event	waterTemp						13.4	C								
35813e27-3ce8-4ba8-a7a4-0d485b556cc0	BIGC.20190424.07.2.e-fisher	Event	waterTemp						13.3	C								
be02544d-455c-47a0-b8e7-427fd0475421	BIGC.20190424.07.3.e-fisher	Event	waterTemp						13	C								
f7d41698-dd9e-4bc6-81ca-5a8fadb4345c	BIGC.20190425.08.1.e-fisher	Event	waterTemp						10.4	C								
311a0136-40af-4489-a6de-fe984ef83d99	BIGC.20190425.09.1.e-fisher	Event	waterTemp						13.6	C								
fb602159-6872-4e2c-9e79-2970d8bdf63d	BIGC.20191021.01.1.e-fisher	Event	waterTemp						8.7	C								
9ef56e7e-3e98-4511-8c0f-38e972305b04	BIGC.20191021.01.2.e-fisher	Event	waterTemp						8.7	C								
86a62745-bf3e-47db-84c3-17ea3492585b	BIGC.20191021.01.3.e-fisher	Event	waterTemp						8.7	C								
bedabf63-57c6-4589-aa25-b11b0d84647c	BIGC.20191022.04.1.e-fisher	Event	waterTemp						9.3	C								
f59a18c7-b404-450b-aa52-47c7c5daea3d	BIGC.20191022.04.2.e-fisher	Event	waterTemp						9.3	C								
2e94288d-84ec-4c28-adef-5c38bc541c43	BIGC.20191022.04.3.e-fisher	Event	waterTemp						9.3	C								
596ee74f-1ccf-427f-a223-5741c9f49551	BIGC.20191023.05.1.e-fisher	Event	waterTemp						9.7	C								
27ec861e-8637-48e3-a086-24d0a2915c78	BIGC.20191023.07.1.e-fisher	Event	waterTemp						10.8	C								
e5ae526e-bf1a-4c9e-b6ac-78ddd3b2197b	BIGC.20191023.07.2.e-fisher	Event	waterTemp						10.8	C								
c21d1610-85eb-471f-a356-572c80c7a826	BIGC.20191023.07.3.e-fisher	Event	waterTemp						10.8	C								
3f499326-8bb2-425a-8b4f-2f521464ade3	BIGC.20191024.08.1.e-fisher	Event	waterTemp						9.8	C								
02ec0362-b5a1-438f-9263-afe185d6683a	BIGC.20191024.09.1.e-fisher	Event	waterTemp						10.6	C								
325ceb78-2bcd-40dc-b5b3-35b33fbd5969	BIGC.20190422.01.1.e-fisher	Event	dissolvedOxygen						10.3	%								
8587a813-f17c-4e78-91e4-ef6ce49c49ee	BIGC.20190422.01.2.e-fisher	Event	dissolvedOxygen						9.1	%								
743ea29c-fd49-4e5a-9274-49ad2525ed1a	BIGC.20190422.01.3.e-fisher	Event	dissolvedOxygen						9.5	%								
1982719d-b357-4c53-8473-ff5ec5180c7a	BIGC.20190423.04.1.e-fisher	Event	dissolvedOxygen						9.6	%								
015e5e22-028d-4ea9-8c73-e404c53e9970	BIGC.20190423.04.2.e-fisher	Event	dissolvedOxygen						9.1	%								
e8ae30ad-f55b-48bf-9b29-047e5fa28bab	BIGC.20190423.04.3.e-fisher	Event	dissolvedOxygen						9	%								
a2d30c35-a8af-4349-b269-4792fbc5a086	BIGC.20190424.05.1.e-fisher	Event	dissolvedOxygen						10.3	%								
3c495add-0c47-4d58-a218-8222cc29425e	BIGC.20190424.07.1.e-fisher	Event	dissolvedOxygen						10	%								
801a61cc-ac48-4135-9bc2-c9b551b555d4	BIGC.20190424.07.2.e-fisher	Event	dissolvedOxygen						10.9	%								
7ad27b54-12af-4da3-b84c-08ff39d17dfe	BIGC.20190424.07.3.e-fisher	Event	dissolvedOxygen						9.7	%								
41221bfb-88c3-4f6a-81da-c6332d1a7617	BIGC.20190425.08.1.e-fisher	Event	dissolvedOxygen						9.1	%								
cb5145ce-0ed1-4e95-b347-1c49d6a6dbbd	BIGC.20190425.09.1.e-fisher	Event	dissolvedOxygen						9.1	%								
327000e0-7c5f-43af-9d71-9fc1eb6fcf0e	BIGC.20191021.01.1.e-fisher	Event	dissolvedOxygen						8.8	%								
3d65d00c-4842-4ed6-9587-b56c3a58ce48	BIGC.20191021.01.2.e-fisher	Event	dissolvedOxygen						8.8	%								
4cf16e06-9b4c-4dd7-9a1d-47f92774e4cc	BIGC.20191021.01.3.e-fisher	Event	dissolvedOxygen						8.8	%								
e5273bb6-807e-46b1-83db-99ac6980b904	BIGC.20191022.04.1.e-fisher	Event	dissolvedOxygen						8	%								
86665037-b097-4752-ae44-523c955546ca	BIGC.20191022.04.2.e-fisher	Event	dissolvedOxygen						8	%								
b42a3703-aaf3-42eb-b95a-84cb031a2b9c	BIGC.20191022.04.3.e-fisher	Event	dissolvedOxygen						8	%								
cc767995-d5c3-421b-9ccc-f3aae9220044	BIGC.20191023.05.1.e-fisher	Event	dissolvedOxygen						8.7	%								
30e9d74c-abd4-47a0-bc0f-ded7ff9bc76a	BIGC.20191023.07.1.e-fisher	Event	dissolvedOxygen						9.1	%								
276efc6a-41b1-4caf-9bbe-13ffa5f7904d	BIGC.20191023.07.2.e-fisher	Event	dissolvedOxygen						9.1	%								
6ba5146d-6459-4a44-8001-9384501b5092	BIGC.20191023.07.3.e-fisher	Event	dissolvedOxygen						9.1	%								
6075ff6f-c9f0-4482-9ade-691e23bff71c	BIGC.20191024.08.1.e-fisher	Event	dissolvedOxygen						8.6	%								
982f33f3-7a20-4f82-99cd-22801c8f1d21	BIGC.20191024.09.1.e-fisher	Event	dissolvedOxygen						9.2	%								
2fcfb981-022b-467d-bcf3-16392c3c21c1	BIGC.20190422.01.1.e-fisher	Event	specificConductance						75.6	cm^-1 Ω^-1								
38f674c2-2c6d-44dd-b2bd-c6645cd6d160	BIGC.20190422.01.2.e-fisher	Event	specificConductance						77.3	cm^-1 Ω^-1								
25b40e87-46df-4c5a-bf82-8b021b3ae3b6	BIGC.20190422.01.3.e-fisher	Event	specificConductance						77.8	cm^-1 Ω^-1								
9cfc20c1-ac77-4e95-b608-aa6e10a62b4f	BIGC.20190423.04.1.e-fisher	Event	specificConductance						76.9	cm^-1 Ω^-1								
b8ccdf61-f4ed-435f-acf3-f5b2437c0104	BIGC.20190423.04.2.e-fisher	Event	specificConductance						77.2	cm^-1 Ω^-1								
53152a40-f38d-4e00-b3e6-debc5adfa484	BIGC.20190423.04.3.e-fisher	Event	specificConductance						76.5	cm^-1 Ω^-1								
872cb974-92f3-47cb-b7ae-42a6650c5223	BIGC.20190424.05.1.e-fisher	Event	specificConductance						78.4	cm^-1 Ω^-1								
be8db21d-337c-4b5b-be36-2776c22bb48d	BIGC.20190424.07.1.e-fisher	Event	specificConductance						79.8	cm^-1 Ω^-1								
56c7a23d-1cbb-43c3-9e56-afae7524417a	BIGC.20190424.07.2.e-fisher	Event	specificConductance						78.9	cm^-1 Ω^-1								
c9db1dd8-a254-4b09-9ab2-528e4dde3bc3	BIGC.20190424.07.3.e-fisher	Event	specificConductance						78.6	cm^-1 Ω^-1								
5636f70b-5db9-4428-8389-2f419c46b4b6	BIGC.20190425.08.1.e-fisher	Event	specificConductance						78.6	cm^-1 Ω^-1								
7c98eb41-eb3b-4450-89c0-bbf404c80d98	BIGC.20190425.09.1.e-fisher	Event	specificConductance						79.5	cm^-1 Ω^-1								
bbbbb399-f9bc-4999-9a4d-48bfc2787545	BIGC.20191021.01.1.e-fisher	Event	specificConductance						157	cm^-1 Ω^-1								
b9e2750c-775e-497a-9dcd-563b3b3afdf9	BIGC.20191021.01.2.e-fisher	Event	specificConductance						157	cm^-1 Ω^-1								
2e0f6e66-4a0c-4ddb-84aa-0befc69326b9	BIGC.20191021.01.3.e-fisher	Event	specificConductance						157	cm^-1 Ω^-1								
038f8a28-c1e4-4175-843b-69887b08f0fb	BIGC.20191022.04.1.e-fisher	Event	specificConductance						230.6	cm^-1 Ω^-1								
275eae86-58a9-4848-9bd6-8ed4551e9c39	BIGC.20191022.04.2.e-fisher	Event	specificConductance						230.6	cm^-1 Ω^-1								
de7735c5-d705-4f3c-8e2a-aa988d920bb6	BIGC.20191022.04.3.e-fisher	Event	specificConductance						230.6	cm^-1 Ω^-1								
39b208bc-16f6-47fc-b08d-87685cc3accd	BIGC.20191023.05.1.e-fisher	Event	specificConductance						232.8	cm^-1 Ω^-1								
8d2a9b29-967e-4b6e-8fbf-7b8d645f57ff	BIGC.20191023.07.1.e-fisher	Event	specificConductance						235	cm^-1 Ω^-1								
65d501da-a9b2-448f-81a9-24ed6483e04b	BIGC.20191023.07.2.e-fisher	Event	specificConductance						235	cm^-1 Ω^-1								
89f044ce-e9f4-4712-b7b1-86a486751b3e	BIGC.20191023.07.3.e-fisher	Event	specificConductance						235	cm^-1 Ω^-1								
54098427-ff1d-4056-b8dc-30ad05970d64	BIGC.20191024.08.1.e-fisher	Event	specificConductance						226.4	cm^-1 Ω^-1								
b756a4e7-5667-463f-a8ec-9023c3fac694	BIGC.20191024.09.1.e-fisher	Event	specificConductance						243.4	cm^-1 Ω^-1								
cd3fb7da-d266-4e89-88f7-d1646361b269	BIGC.20190422.01.1.e-fisher	Event	samplerType					electrofisher										
32f5b272-f629-4992-b19f-caf7c46d5f55	BIGC.20190422.01.2.e-fisher	Event	samplerType					electrofisher										
2001c5a8-32b5-4393-9e99-4af77a30a527	BIGC.20190422.01.3.e-fisher	Event	samplerType					electrofisher										
a4b7b83e-5402-43df-a6fb-ae9f64a3192c	BIGC.20190423.04.1.e-fisher	Event	samplerType					electrofisher										
8b20acfc-5b51-4435-8a07-7b8912cb3156	BIGC.20190423.04.2.e-fisher	Event	samplerType					electrofisher										
1223f4a4-be38-4744-84e0-83519fc9ef46	BIGC.20190423.04.3.e-fisher	Event	samplerType					electrofisher										
e11e45cc-bf8d-4ddd-9a35-7104f15512a5	BIGC.20190424.05.1.e-fisher	Event	samplerType					electrofisher										
063c6dd9-d4f9-4031-ad7d-32f488be474e	BIGC.20190424.07.1.e-fisher	Event	samplerType					electrofisher										
e9b78396-3299-4453-88c7-d11d9d314017	BIGC.20190424.07.2.e-fisher	Event	samplerType					electrofisher										
7d2daea3-f6c5-4f81-924a-e85c76587ecc	BIGC.20190424.07.3.e-fisher	Event	samplerType					electrofisher										
9d6522db-567d-4434-9ce3-3bbfd7935048	BIGC.20190425.08.1.e-fisher	Event	samplerType					electrofisher										
c1237bf5-e0fe-4d4c-a1dc-917a68e50b34	BIGC.20190425.09.1.e-fisher	Event	samplerType					electrofisher										
4d8ef418-cd5b-4be4-bb4f-8807404cad1b	BIGC.20191021.01.1.e-fisher	Event	samplerType					electrofisher										
80fbab33-4196-4bf9-a0be-11bad56aea55	BIGC.20191021.01.2.e-fisher	Event	samplerType					electrofisher										
f9c30086-ebab-49ae-991f-8b276d9b20b4	BIGC.20191021.01.3.e-fisher	Event	samplerType					electrofisher										
2bb222d0-7b34-4a49-a141-493fd323a155	BIGC.20191022.04.1.e-fisher	Event	samplerType					electrofisher										
e0f7ad79-fc43-462f-a80f-ed6ae2e20668	BIGC.20191022.04.2.e-fisher	Event	samplerType					electrofisher										
b428a9c7-bb89-4a6f-b22a-ec86b905fd79	BIGC.20191022.04.3.e-fisher	Event	samplerType					electrofisher										
6c89d491-e64d-430f-b4f8-1d64f3807f05	BIGC.20191023.05.1.e-fisher	Event	samplerType					electrofisher										
891c0c9f-3987-4912-ae88-8ef56962a523	BIGC.20191023.07.1.e-fisher	Event	samplerType					electrofisher										
30b486c1-811f-4285-8243-723fc1bd5989	BIGC.20191023.07.2.e-fisher	Event	samplerType					electrofisher										
5176806c-63fa-4a69-ac42-7382dfbe8f9e	BIGC.20191023.07.3.e-fisher	Event	samplerType					electrofisher										
a8588728-68cf-4f9b-9737-d7c3e6e1546d	BIGC.20191024.08.1.e-fisher	Event	samplerType					electrofisher										
4e7ad592-3ed8-4a03-a08f-5171aaabff06	BIGC.20191024.09.1.e-fisher	Event	samplerType					electrofisher										
479fa5a6-bdd3-41ea-a4ce-7e6be0aee452	BIGC.20190422.01.1.e-fisher	Event	initialFrequency						30	Hz								
1dd4dc13-4271-4964-8fcb-e9cea8aa877d	BIGC.20190422.01.2.e-fisher	Event	initialFrequency						30	Hz								
e45ca9d3-61bd-44c5-9401-d9c0dc18f0bd	BIGC.20190422.01.3.e-fisher	Event	initialFrequency						30	Hz								
dd1a4fb8-985b-4403-a142-dfa63d27b217	BIGC.20190423.04.1.e-fisher	Event	initialFrequency						30	Hz								
692d15d2-5772-456b-95f0-1521433fd3db	BIGC.20190423.04.2.e-fisher	Event	initialFrequency						30	Hz								
493ae7d4-68fd-49ae-a2b1-baa4968d33b7	BIGC.20190423.04.3.e-fisher	Event	initialFrequency						30	Hz								
fa60a8ab-b661-4018-ac62-a3341c31da06	BIGC.20190424.05.1.e-fisher	Event	initialFrequency						30	Hz								
8f39f61c-ca82-42fd-9232-d219bc00e034	BIGC.20190424.07.1.e-fisher	Event	initialFrequency						30	Hz								
37a957da-8480-4673-9c3d-e1671b4f29b8	BIGC.20190424.07.2.e-fisher	Event	initialFrequency						30	Hz								
afeda35b-5172-4a64-8925-368dc0b3754a	BIGC.20190424.07.3.e-fisher	Event	initialFrequency						30	Hz								
31aa58eb-e1ee-4462-9ad7-e6d7b5b89e4e	BIGC.20190425.08.1.e-fisher	Event	initialFrequency						30	Hz								
1d409f0a-14f5-481e-90e3-87801da64615	BIGC.20190425.09.1.e-fisher	Event	initialFrequency						30	Hz								
c38a1d2d-e2aa-45e1-ad44-5fd78f74a53e	BIGC.20191021.01.1.e-fisher	Event	initialFrequency						30	Hz								
b970a4e0-43e8-4947-b65a-3bcc22d216de	BIGC.20191021.01.2.e-fisher	Event	initialFrequency						30	Hz								
5e9219ba-5c6f-44b4-ad41-a368f52c0cde	BIGC.20191021.01.3.e-fisher	Event	initialFrequency						30	Hz								
b1647071-697c-4c31-91ba-2e5744ac5929	BIGC.20191022.04.1.e-fisher	Event	initialFrequency						30	Hz								
8da5dd7e-c2b1-419f-97d3-60a71e09499a	BIGC.20191022.04.2.e-fisher	Event	initialFrequency						30	Hz								
c49f4dd6-7faf-4d06-a7bb-6355126e8884	BIGC.20191022.04.3.e-fisher	Event	initialFrequency						30	Hz								
fd44c658-77af-430d-ad94-3dcefa997bb2	BIGC.20191023.05.1.e-fisher	Event	initialFrequency						30	Hz								
5d96d776-0862-443c-8376-bc2e52a109da	BIGC.20191023.07.1.e-fisher	Event	initialFrequency						30	Hz								
2b0d894e-e940-4901-b6e7-830713372e6b	BIGC.20191023.07.2.e-fisher	Event	initialFrequency						30	Hz								
88ea9b27-1db0-42c0-9f94-0f5cb17cbc6b	BIGC.20191023.07.3.e-fisher	Event	initialFrequency						30	Hz								
40b67ba1-524b-4f9a-bfd1-b201175f2be1	BIGC.20191024.08.1.e-fisher	Event	initialFrequency						30	Hz								
6581b574-a8fe-4543-a871-af02daed64f5	BIGC.20191024.09.1.e-fisher	Event	initialFrequency						30	Hz								
87892eb7-7dde-4c70-8685-f87fb1543349	BIGC.20190422.01.1.e-fisher	Event	initialDutyCycle						20	%								
bd82e845-22e5-448b-a276-c1926e00925a	BIGC.20190422.01.2.e-fisher	Event	initialDutyCycle						15	%								
b1476320-d686-4d7e-9b5a-f6ff52c7fe87	BIGC.20190422.01.3.e-fisher	Event	initialDutyCycle						20	%								
d045a060-4441-444f-a4fd-69736176fc70	BIGC.20190423.04.1.e-fisher	Event	initialDutyCycle						20	%								
ac7b5fa9-267f-44c3-95ab-4208a655e8ef	BIGC.20190423.04.2.e-fisher	Event	initialDutyCycle						20	%								
2c9216c6-1801-4b15-82fb-bf5c2977a42e	BIGC.20190423.04.3.e-fisher	Event	initialDutyCycle						20	%								
5f348a97-bba7-436e-b45c-8c0ca23af14a	BIGC.20190424.05.1.e-fisher	Event	initialDutyCycle						20	%								
c5cc3f1f-f181-4a3a-8f23-ff6077e481b2	BIGC.20190424.07.1.e-fisher	Event	initialDutyCycle						20	%								
87d32cca-8afe-4db2-860a-24e1631d8e6a	BIGC.20190424.07.2.e-fisher	Event	initialDutyCycle						20	%								
b411b372-e992-48d3-8f76-d5aa5e47e129	BIGC.20190424.07.3.e-fisher	Event	initialDutyCycle						25	%								
9162d5eb-38c7-4952-b5b2-bfc23c2717ee	BIGC.20190425.08.1.e-fisher	Event	initialDutyCycle						25	%								
6985c535-84ec-41cb-b92d-df5746f326dc	BIGC.20190425.09.1.e-fisher	Event	initialDutyCycle						25	%								
3f5c00f6-2535-4c16-907e-8e22ecabd514	BIGC.20191021.01.1.e-fisher	Event	initialDutyCycle						35	%								
590121a9-4302-4cfd-92b0-887d4c3c99e0	BIGC.20191021.01.2.e-fisher	Event	initialDutyCycle						35	%								
bc10607f-c3bb-4f1f-870f-ff6277b3231a	BIGC.20191021.01.3.e-fisher	Event	initialDutyCycle						35	%								
8d888d6f-ecee-4233-99b8-a829b536095d	BIGC.20191022.04.1.e-fisher	Event	initialDutyCycle						35	%								
4ea4d92e-b6a4-462b-9bab-06925cbf062b	BIGC.20191022.04.2.e-fisher	Event	initialDutyCycle						35	%								
b21f453d-f4e1-4480-a717-6f652948b613	BIGC.20191022.04.3.e-fisher	Event	initialDutyCycle						30	%								
fdc9a7da-3d57-406f-bd2e-1e85fc5dcd0f	BIGC.20191023.05.1.e-fisher	Event	initialDutyCycle						30	%								
d595a12d-35af-4e6d-9c6b-a2f1e62648af	BIGC.20191023.07.1.e-fisher	Event	initialDutyCycle						30	%								
b99c4712-0e53-4ad8-9555-05f37c36d865	BIGC.20191023.07.2.e-fisher	Event	initialDutyCycle						30	%								
beed4d37-8d5f-4354-a16b-eb95a5d1122b	BIGC.20191023.07.3.e-fisher	Event	initialDutyCycle						30	%								
2e07c81d-124d-48d1-a25f-23f0a3e560c7	BIGC.20191024.08.1.e-fisher	Event	initialDutyCycle						30	%								
0125b9a5-7555-498e-bc50-ade1e48f93a7	BIGC.20191024.09.1.e-fisher	Event	initialDutyCycle						30	%								
0fef54ea-2afe-4eac-85b5-9dd585b579b5	BIGC.20190422.01.1.e-fisher	Event	initialVoltage						300	V								
e2d099e4-022f-4a54-97d6-fd58b7af1a5f	BIGC.20190422.01.2.e-fisher	Event	initialVoltage						300	V								
369ac55d-0950-48dd-a2b3-e9fc865ed4eb	BIGC.20190422.01.3.e-fisher	Event	initialVoltage						300	V								
04690d81-a436-437b-8974-f51cf11ec8ae	BIGC.20190423.04.1.e-fisher	Event	initialVoltage						300	V								
01610579-dad7-45c7-8120-2aacc7552b98	BIGC.20190423.04.2.e-fisher	Event	initialVoltage						300	V								
020bf58e-51f2-4ec2-b58d-d550dd3024bf	BIGC.20190423.04.3.e-fisher	Event	initialVoltage						300	V								
c7ae614a-6e8c-4344-8fc8-42cb4c62c993	BIGC.20190424.05.1.e-fisher	Event	initialVoltage						300	V								
2ca47a1b-d004-4b30-8a4a-c2f9ee44df7b	BIGC.20190424.07.1.e-fisher	Event	initialVoltage						300	V								
9080891a-833b-4e5b-971a-7b0afe697730	BIGC.20190424.07.2.e-fisher	Event	initialVoltage						300	V								
5ff74c78-7bdd-4a34-9a6b-2076d2f869f0	BIGC.20190424.07.3.e-fisher	Event	initialVoltage						300	V								
8d111dff-2811-44ad-b0ea-5b921c966e20	BIGC.20190425.08.1.e-fisher	Event	initialVoltage						300	V								
c34101e4-943b-4221-a7ab-f15d61a3933c	BIGC.20190425.09.1.e-fisher	Event	initialVoltage						300	V								
a6da0d07-9db8-4cbf-bfb3-e460aca92d50	BIGC.20191021.01.1.e-fisher	Event	initialVoltage						150	V								
1e9c8270-360e-4b8e-b802-5670ef86e74f	BIGC.20191021.01.2.e-fisher	Event	initialVoltage						150	V								
1507863e-1ffd-42e2-b127-ed1e9a5d8029	BIGC.20191021.01.3.e-fisher	Event	initialVoltage						150	V								
c82cb248-fa47-4ca4-b0e2-b311f6b4847b	BIGC.20191022.04.1.e-fisher	Event	initialVoltage						150	V								
1b8ec506-640f-4472-96ec-b39895d71296	BIGC.20191022.04.2.e-fisher	Event	initialVoltage						150	V								
5d3d8964-9c13-4a90-9c91-84f699c2e6c7	BIGC.20191022.04.3.e-fisher	Event	initialVoltage						200	V								
474ff3a5-6e95-4cc3-8f7d-af445701b785	BIGC.20191023.05.1.e-fisher	Event	initialVoltage						200	V								
68cd3900-4b57-4d35-8e69-c3ad6dd2a96d	BIGC.20191023.07.1.e-fisher	Event	initialVoltage						150	V								
2a4e8a35-4d8a-4b03-8201-c745816007d9	BIGC.20191023.07.2.e-fisher	Event	initialVoltage						150	V								
4f90795a-0636-4c1c-b0ab-223d05721988	BIGC.20191023.07.3.e-fisher	Event	initialVoltage						150	V								
973388bc-d5b2-4329-89b0-299d21a71410	BIGC.20191024.08.1.e-fisher	Event	initialVoltage						150	V								
09e9b161-2740-44dc-85df-769517c0b091	BIGC.20191024.09.1.e-fisher	Event	initialVoltage						150	V								
bb99f6d7-c5b9-4700-a34f-3376e93238c4	BIGC.20190422.01.1.e-fisher	Event	finalFrequency						30	Hz								
34870058-ad73-4655-9ae1-fac6bf18536e	BIGC.20190422.01.2.e-fisher	Event	finalFrequency						30	Hz								
a74f9f42-ad1f-4bb6-a6c0-520892ae73f8	BIGC.20190422.01.3.e-fisher	Event	finalFrequency						30	Hz								
e29cce42-e957-48b7-8f92-18f34e64805a	BIGC.20190423.04.1.e-fisher	Event	finalFrequency						30	Hz								
4589f234-4510-4e83-b2f8-6dde8d690773	BIGC.20190423.04.2.e-fisher	Event	finalFrequency						30	Hz								
58b0e522-8ea5-487b-a744-61d18fdfca41	BIGC.20190423.04.3.e-fisher	Event	finalFrequency						30	Hz								
