identification_id	identification_based_on_occurrence_id	identification_based_on_material_entity_id	identification_based_on_genetic_sequence_id	identification_based_on_media_id	identification_type	identification_type_iri	identification_type_vocabulary	verbatim_identification	is_accepted_identification	taxon_formula	type_status	type_designation_type	identified_by	identified_by_id	date_identified	identification_references	identification_verification_status	identification_remarks	taxon_id	kingdom	scientific_name	taxon_rank	taxon_remarks
ca48fa08-025c-4880-8b15-d5927d03f276	6a76c175-939b-4890-abc1-5eca299c3c40				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
b63aedc2-a6dc-4337-b94a-59e163f7e1d8	0079055e-1f65-420c-b789-edac97a42c3f				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
1eb05745-6237-4292-97f6-a20f5801dc12	9cafe757-73b1-4285-81b9-40082b050514				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
0104e5c3-9a13-46fe-88a5-94c91cc2a748	04919cd6-c8b3-4284-81e1-35182938f8ad				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
3d68824f-e1fd-4dbf-8467-386122039125	2f67ac4e-5a55-42fe-8f45-b64e9d6f2512				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
567772c1-c454-4b13-97da-cca4753fc97e	2e104ff3-7099-4fb6-8ea8-b73515da0605				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
5a1d760e-82e9-412a-82ae-c3f7bba79225	12799340-4617-46d7-a9a3-4683e32973b1				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
d30af897-2d4b-4950-ba82-f54c6df46eea	7a5ef2dd-64c5-4ddc-888d-158763487cd6				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
5e0e9d4f-5203-4743-a613-cf489181c845	c3827862-720d-40cd-9ddf-303f02f63fd9				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
a4783678-619e-4a81-b75d-fdfd640d4b8d	c4eb481b-197d-4b7f-8275-76d6aab9fdc1				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
4960309f-0eca-4f10-adc7-a3121d9b6ebc	088d725b-4723-4503-aa50-ac647cda26e1				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
979b3711-b350-4195-aabb-295229c54176	1afac3c8-26dc-4b0b-b992-6c9150ffa6dc				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
d215887f-b865-43ca-8b12-da499b68d37d	d6aa4186-e659-4c80-91ba-4fb76878388a				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
abeeca2f-71a4-4f60-a0ef-dc3ef9a0e8c4	76f83b0e-662d-4e9b-9f1a-1f3da2ff81dd				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
2fe613ec-afda-47dd-9b95-46320f94a588	5f3e4242-cbb2-4afe-b3f6-ffda66aea67b				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
1ad0a3d0-4dad-4a24-b22a-ca374e55ca0c	0e9c3715-106e-403e-9a37-d079ee38f8cb				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
812518d6-c019-4aff-bad6-14f0219ecd31	abcf3ae8-b003-4756-ba02-b79eee69fc35				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
bea3a975-8683-4a8d-bda3-40b6481e0147	47a3a918-4a47-4fc3-81d9-941294f08a1b				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
836eace0-db75-424c-b0be-f4ac2bb5a53f	b4b9e38b-be56-4954-b43e-fc8850648984				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
f583fd24-86d0-481e-8dc8-0ab5dade3d67	4f64d9ac-0fd8-4379-a2b3-4c1be7940f80				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
5c2e566b-57cf-4a5f-bd30-38c9cb5297b8	764e4406-d4fc-4179-88c6-1651d240c0ef				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
7ec76f51-b044-4527-ae7c-aa086a083bad	304e0330-aea8-4d3a-bfb1-c9d01f2a8f4a				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
ed0f0434-8245-4e09-b9eb-aaf29f1310a3	b92deca2-fd2b-4c5e-96c7-7f7823b564c5				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
c456a86a-8885-4b60-8da5-a9dfbed323e1	155b52af-189b-4320-a6e8-69de2112a810				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
02ab6322-cb9c-4ea4-9cfe-bd1c338d7f01	c5a62467-494b-4571-bd8a-3402d0c2ecfa				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
1b11d5da-8640-491c-bbfe-392d813d029c	120f5e9f-1d0e-4fe0-8ff0-07dbeb652cfb				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
3f2ccfe6-e7db-43c0-be72-171fd8093afd	fdf068ab-5743-4105-8f06-24b06d11368a				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
4a5c838c-ad9f-4688-a11e-d05e4268ba71	3f682483-9b82-4a3d-b198-2389579485f6				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
43b2f786-5fe3-40b8-a7b1-638c8923fc71	917f70bb-c487-4b5d-a09a-e9c1fa910949				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
3f3a2522-c15f-439e-8f4c-ca7c73490257	2b7c56b5-5dea-4b88-8797-ae692c7760e3				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
ff38367e-5c84-46ef-af56-b39ba666310d	c802a776-d1b5-431f-bfcc-40ee6608ac08				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
bcae90b6-f6c7-457f-b1b5-c89d7ab8dc26	ff4b4492-2e57-48d5-b941-33ada4863939				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
43d6b187-5346-4f6f-89a9-957e8c0ecf61	2aa28faa-ff62-4f54-b2b2-2cc521afeff7				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
2bac6597-d175-43f4-b611-ad0bfdf6f749	890e8552-a038-47f7-8454-4005521d8be7				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
d736257e-0f4e-45a8-aafb-2d59a6d3fc80	67277e43-41bd-4187-9739-dd557ed367e0				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
dfa765b0-f6db-4a8f-a0b5-046c331ebdac	dccfab68-853e-4503-8ef0-91a33fc8373a				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
e297e15e-cdb0-42d8-9946-0eab65b25850	ac5945e8-2c48-41a1-a4d1-63d48737018f				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
a616a4d1-308c-42d8-97b4-694afc74c71d	b1d6df16-9530-4518-9e5c-83394edc5d85				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
0974773d-80c7-40b8-8e5e-f104815c0177	e6334baf-67d9-4ddc-813b-1d90bdc056d0				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
f85d50b2-8e4c-4ccc-8bdc-c580b91ca9f2	6eddaad7-42dd-4fec-affb-1900a5c39724				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
da0db375-2257-4cb5-929b-4087eb98b7e1	11f512c7-5ce9-46ae-9fa0-c21b3324c0d2				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
0fb818b2-b8d0-4799-96ab-81b6ad94103c	2ba4b8a7-b48b-4a9c-844f-580de7a5d47a				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
38a2a6b7-98a2-4d26-bcc0-c40fe2cd9a6d	aacf4e05-143d-496c-ac3c-1f1d582fe817				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
9f66a31d-242c-408e-9f54-51e27fcdd6fa	c53eac90-a840-474b-b79a-3ea8d22e915c				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
f48cf1b8-7413-4734-b43c-164ab61a63b7	212d4c5c-94c7-4ee2-a79a-3996c1a98933				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
f41d31b6-e96d-463d-978e-4bd42bc703b3	81ae9e4c-84ab-44d6-a2f4-0b11b3248429				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
7a749744-cc2c-4425-8771-43e15537c623	f38e5199-074b-4113-88c4-fa7644e92c90				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
ef3e1d99-52c5-4db4-a790-36089a86f470	1f55d040-caf9-420d-8efd-8473eff2a736				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
7f6f8dbf-0559-443a-8fc8-bbb8e947c0cd	241fa988-9749-4ec1-8485-33659c4b4b59				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
2ed609c5-6928-489f-bb5d-f1e7e685f4a7	a7a88f6b-0925-4f9d-839e-b8f5564ed132				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
2399c262-db1d-44fe-be63-d24e5081e879	c2954040-4df4-4382-8fdf-31629d564b90				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
b771417b-ab19-4502-bc9c-9cffc2c8d3b2	08adc40a-78ea-4cab-8d6b-f7a5d53e83c0				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
272e3f1b-7bcc-42b4-a6cc-6e020e704cdc	c63035ec-ccca-459a-b2db-50cb0e5d5c42				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
3fdef91b-7e02-40c6-a410-a0fcb160b275	bbd3739a-9a94-4249-8963-e62bd38c5c74				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
19e22844-4ebb-43bc-80ad-02884ecad635	501382f0-f474-427d-a8cb-b160b8edc5d4				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
7f420c83-d646-4bb1-b19f-6190b65046cc	23979ffe-ecef-4846-b9fd-e4f1db95a169				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
ffab2ef6-ae8b-4cd4-bc07-2e2e254aa288	893fb473-63e9-4763-ba56-64fd3f15c522				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
0859075f-d371-4afd-96a8-3188babcfd12	ca6fe698-1c7c-4a13-bb24-17dc7afe0ed9				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
1d539846-6e5e-461b-9b3f-ae59e48ceccb	72e97fc1-795b-4e09-bf53-acf9147dc76b				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
514a7c2a-d360-4126-84f7-c6e3b924cb74	d4abba4d-d16e-49ed-84fb-a8176e5ee101				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
19af94cb-eb10-4fd6-a7f9-012f35069c85	6a4a5c6a-a35f-4c56-ae3c-2beba2f967c7				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
35455360-98aa-4c38-93b3-712c06e03a3f	833959bd-35c7-43b4-92e0-f05b45dff769				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
07ea39ad-025e-4c81-b0a4-0fb0337c5990	799945c6-d6bf-4012-a9b8-b76e0331a4fc				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
9ef341e9-664a-4535-a6e5-2cc5b284043f	1512982e-edd2-4054-a5ed-b563a8e18955				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
8d059010-afce-464f-808e-25b659e75cb5	85d5bac7-6d58-458e-beee-224e97923035				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
e3598871-c6cc-4362-b958-b3d0c97f8e44	9e3ded51-e603-40fe-a545-45d46263c6d3				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
442f0be6-a9b4-4a6f-aded-b9ee2c571aed	5075ccc0-7070-428b-a73b-3e1b405999a3				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
ba9e8fb2-49bd-4b75-9646-f284b03f9cf9	dc5e8133-a155-4b96-bfe9-b013cdda2098				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
0854759e-6f38-4ddd-86ed-c9dc5306084b	2805459b-3aa2-4e27-87d7-23abd0fd2c32				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
e9bac3a1-e39f-4a2f-97d8-c0068e94e7d6	1894b001-2755-4814-9c53-8544c0a16fba				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
c8d2db68-ce75-40d9-b7bc-fd9500ab8913	d3f7159e-fb64-4b8b-bab7-d8ee5346d021				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
7b1afd01-2d43-417c-b89d-4278837e459d	1df71af5-7893-426a-b0e6-a5a3404b7b36				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
b361b124-6967-45cc-8e2d-54b6c3966cfc	a2a011cf-6456-497b-8494-9999e7827b4b				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
2e09635f-9fb2-44df-b349-8a96a45f07bf	a969d991-b6b6-494a-af2c-7f1f50850e8c				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
7672513c-2a2d-4661-94c1-6ea990af6edd	71b16929-3505-4a28-a084-f5351ca1c2ee				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
05f725b2-b26d-4f13-a00d-2f7d9aea2c9c	e946205f-edc0-4e8d-a65f-75fde65c372c				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
5617c352-7d55-4395-8857-a579981dc75c	4e455e8a-7eb7-4091-9cd2-6be0912f3aa4				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
0c33c63c-ab06-4b3c-9b82-39954caeaaa5	9f69603d-c607-44da-8ffa-8bf7ef5ac8d7				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
97a1de40-775d-4ca5-858e-d349aa33242f	ecb615dd-75c8-4820-8379-81d3daecfc26				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
2d454610-24a7-48b3-ab40-765a1c2495f8	aa9673ce-f816-4f69-92aa-0a9178fd9c8c				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
e8ac01ca-5416-4f45-8625-257d706a9a55	8313b8f2-b15d-4ec6-a19b-ec1fb0df0c3b				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
b27102cf-af49-4d82-a7d1-64d7c72df439	92b63168-3b09-475d-8513-e0dca0a835df				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
98a8120e-d8d8-4587-82bb-a9ed66abc803	3b7eeec5-afa2-4874-a393-de16d50f3065				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
ce9e6d2e-4956-44b6-8f97-e8af19a10d50	010d6651-28bb-4ec9-bf5f-9aa63477ef87				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
7dfcc0d8-3546-4f51-aced-448e5bc3e128	43059af8-c12f-40ca-9ec8-7fa3a8af5003				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
d5f10ff1-d65b-4cd7-84e2-db59f9a62fb5	a25d3b3d-c040-4432-a610-8cc6bc7fec39				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
5d990947-c5f3-47c4-80c7-c818cc8dd31e	41962ace-b591-4131-8a34-c66c37c67e1b				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
7619dff3-6069-4f16-b923-e1c6d2639327	e9a57ee8-9b55-40dc-bb62-def5c283215a				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
5c39423e-e9fa-4734-8c5c-09fa3a38ce76	c6a669ba-81ec-4eed-851e-588d6f0515af				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
382bd98c-783b-4d30-bfa0-6a1743c48ccc	7771a638-38a4-4a3d-8c9d-e9310a537ef8				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
506d6c69-1380-4b48-a44f-2240fc3fbf81	5e5d5b31-b0f2-43e0-b439-b5fc01c32fcc				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
7bbb3363-f557-413c-b09c-c37ef45b1b93	4f30ea80-cd7f-4508-9771-484c2ac19b45				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
b20176b1-960a-479d-ba2a-a0c3b30e985a	f778ae58-a900-4061-ba92-d956c53d3d9f				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
e8b670f5-4937-43a4-b483-ab4f5a646bb0	bd39f601-a9dc-4d45-81d0-07decf295938				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
eee08726-c5d7-4da6-901c-5679d81a2e62	882a2a29-2ff3-4dae-a57e-594317228273				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
ee259555-f3c6-4efe-8db2-5359df932c42	eb428a8a-2b4d-4fff-a98f-da2bb6f1fdf8				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
a33ff049-c73f-41ca-9305-c9974e6b265f	51f3376f-4766-4d0a-ad4a-f25480467f2b				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
124837a1-2eec-4d07-9c07-796f23dc9d84	388fb6b4-5c09-4b59-8ead-cc42f0aeeaf5				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
6e13f52f-6d6e-44a3-9177-4d80ed8a8699	468ac465-9f71-4133-9d77-90d875816ce3				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
073a655e-2741-43ab-a5e2-3a18b3d36000	304273ab-b150-41fb-9b31-114b0a102645				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
ed9923bd-e5df-40d2-948d-7b0c76ce8e9d	7d52850c-593b-4ba3-b2a8-a23817860654				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
8561513b-8b41-4d66-b0c5-a6b0993fb134	c1f43ae6-5471-4da2-8838-c936062b1ec9				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
5ddc9bf5-0a32-45c8-a436-669afeb98dff	824b5ffc-1c55-4b42-8a44-96ff481335e9				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
f5e81724-826e-4757-acd2-ee4c9185a778	1a1db9fe-4b27-4995-aa50-15f210580d5c				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
455987c2-3120-4642-9bfd-6c4d094f8ca7	9066e8dd-106d-4156-aceb-f81472dadad1				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
31bacfff-f9ee-4b72-92d2-d3dd8b986cc4	e766496b-cc3b-4ef8-839b-462fed14897e				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
d7d0b95e-f3af-4830-bcba-374fcb72e466	8c9a5e11-f155-4920-b5d5-77f5df304ea5				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
c99f35a2-d168-4fb2-a29f-cdbbd9b641fc	1e7e8da4-62c8-4b27-9039-846d5647d863				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
43253329-6278-436c-83b5-1cae7af9a89f	a92ddb06-65e5-4964-9f61-444f0fb886f7				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
1b73467a-31c4-462f-ab6d-f60c6147d18a	36db3fa9-96d5-4fa2-bddb-ea02e36f9be6				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
aac2f432-699d-4d57-975f-f97b4dc2727b	634987c5-6ade-4861-8560-bc837ff7a1bf				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
e4ca1706-36a4-44cb-b8d8-a45592fdde25	a805f94f-1b7f-40d4-8763-a986c205fef6				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
99721f6a-b745-4b66-b331-9224908ce15b	b37d9c32-9544-402b-ae52-b8bdd5aad023				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
558de4c7-9423-4cc8-a5bc-c60c9010aa66	0454aa13-93c1-41c4-9f4f-6d96420d7b25				Observation				t	A				0000-0003-3756-1381					SALSP2	Animalia	Salmonidae	family	
edeae936-d083-4e22-be14-9de14ddce2c8	8e2eb8d2-d1ad-466a-99ef-53fc50eba49e				Observation				t	A				0000-0003-3756-1381					OTHE	Animalia	Chordata	phylum	
6427c956-bf93-40e3-886c-5de26e73dde3	e7bdc979-04d3-4272-8cc3-4315429b1f62				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
97b922b2-9776-4c78-b6c3-b4eb6c407d8a	ea086303-6b48-43ae-9de2-004e8337a5de				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
cb139e65-ec6c-4920-af87-ef32be81dde0	a69b5249-4edf-4110-bb9f-32ff2f7a65d7				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
a5bbbfae-4559-43f8-985d-9770a9aea29f	0c0d1d7e-9dd5-4758-9ca1-a2bc35fee5f7				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
980019eb-5852-4f5f-b090-5e41c6233259	8dde8850-db64-4b47-aba4-2b671b04fd5b				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
396c1e64-22ec-4994-a5bb-d8f03b354f9b	2751c1b1-4048-4e2d-a54c-ca27fe2cf61f				Observation				t	A				0000-0003-3756-1381					OTHE	Animalia	Chordata	phylum	
0f9acf62-df1f-4406-993a-80ebd5d3e953	8066f413-6eb9-4b69-a356-d92662fc4133				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
76b15014-49d2-4ac7-9b83-fc85adc15609	14164697-b6fb-4720-9628-1cec474ada07				Observation				t	A				0000-0003-3756-1381					SALSP2	Animalia	Salmonidae	family	
0ea6c4a0-a5ee-4508-969f-d931be9990ae	32bb32e5-9112-44d4-aefc-9fdec5e4e3dc				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
b6e55c0a-0f20-4b99-a8cd-d44c38e17a94	5cffa605-fc42-441b-b275-f3f5b0eb4030				Observation				t	A				0000-0003-3756-1381					SALSP2	Animalia	Salmonidae	family	
36f9e097-8c69-49db-86ce-838973c21a24	890ca39f-458f-4c50-97af-8f814cae2c07				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
b8c3a20a-466a-4321-96e0-229d6d097c71	c152696c-c25f-4a69-99ab-0fc59f945dcc				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
a6233958-c721-4af0-8c3d-f95591338809	004b1d79-1662-4c08-8617-f4843ebe73b6				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
77c187d1-68c2-4e7a-80cc-6ff8f6c9bfc8	6e2b42a5-5e4e-4ebe-9a2a-8ed2068245e5				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
f6906251-a5ba-4ffa-aeab-99613a5cb0eb	fc7627f3-dd0d-48bd-a2a4-a30f4be49c08				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
5231dde9-1f3b-4d44-9d06-01adffa738eb	092a8f33-33a1-4fe2-a596-fa315568e04b				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
8c78f3df-9774-4bbd-8ecc-213a7f656f5d	55b62e8b-f86e-4297-a553-3fee2e07d555				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
