identification_id	identification_based_on_occurrence_id	identification_based_on_material_entity_id	identification_based_on_genetic_sequence_id	identification_based_on_media_id	identification_type	identification_type_iri	identification_type_vocabulary	verbatim_identification	is_accepted_identification	taxon_formula	type_status	type_designation_type	identified_by	identified_by_id	date_identified	identification_references	identification_verification_status	identification_remarks	taxon_id	kingdom	scientific_name	taxon_rank	taxon_remarks
84354f72-544d-44b7-91ed-3539f9c75542	441f7c16-4439-4d44-a61a-349acf0a0e1a				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
0ce11d57-2ce9-4a57-af96-922ae0d76d0e	9018f921-61c1-45c7-bb7c-5b05d964d2cb				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
fcae9022-d723-4a1f-8d65-619880ca08cb	4032c3c5-f303-483b-a421-9b41cdc2b9d8				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
eebb692d-2663-421a-90a0-6fa05962f4ac	efad9dc0-2d97-486b-b3b5-d2b228addf58				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
fe27587a-b1ec-4a96-83ca-d378e0c5ea81	b198fd5b-b4ca-4c89-8d70-8e234a4e26de				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
6596f0ff-881c-4ccd-a905-8fdd109c989e	40bc7053-aafb-41dc-9057-bf0bf6b078e4				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
04872ad7-d05d-4e17-87d6-b272d91d618d	a1b4fad5-e51c-4392-a12d-4c6969268199				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
bf5dcd29-dc5d-47a3-aa18-ca7744f1d39c	2c8772e3-5f1c-486d-9b18-ef07ef66bd17				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
e14cc913-3d35-4efc-b50a-1e66b140f91a	a83198be-1566-4ddc-bf0c-37ac177c430a				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
bfd9cd03-54bd-4515-905a-1507bf840a03	d2a086e4-acd4-474c-b670-53a75331ac1d				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
34c8aee0-a025-4de3-b52d-28b71d18b8b3	219f16dc-57ce-4245-a64f-fdebb684875d				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
ad932662-41f8-43c3-8cbd-3bbf5f47f252	8c2bc202-e88e-44ae-9fca-6e900d5149c5				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
9bcc9d38-9dc9-47a7-a421-1d6aa84eb894	5c8a11de-5270-4e2d-b02d-656d8041e2a8				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
1f2c1f50-bcea-4a0c-a8a6-f4a9b1b60bc1	4d5128ed-5177-4f6a-9555-e17b67e23858				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
15412693-5c9a-44b3-8247-6af9e0b93e05	ee1853ce-85cc-4212-b6c5-4bffc617e949				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
f8ba1ee6-1843-4a6f-92fc-49df0834564a	7c59d602-412c-48ea-ba7d-5bcae4d3a4ee				Observation				t	A				0000-0003-3756-1381					SALTRU	Animalia	Salmo trutta	species	
52d09d83-1ff5-4d21-937a-13c928da0d33	689acc73-1622-420e-8fe2-5b54dfec8fd6				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
e7c94721-7b12-492e-b165-c97eeba25060	2b3e3616-77c2-4852-9dd9-d70c4c3215cf				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
b6afc98c-4aed-4af8-8375-199a8fdb27e5	273b402c-5f3b-404c-ac7a-aae02294fb2e				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
1a7aec6c-282d-4f72-8925-2c922666d138	67139fd2-a94c-4d6e-96c3-88c02f15bbea				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
a0474efc-35b6-4cd8-ace6-0b8fdb2dd3f1	0fb6f1d1-13d6-497b-918c-a75bed6f1275				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
7aa4272e-4190-409a-b098-b8da784c2f59	cbf03e97-3b2c-413c-91ea-9de8617b4ee6				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
0218848e-22dc-4566-859a-26951d1ec3b0	c1e21995-160f-42c7-83c3-a2d51220d2b1				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
e506420a-8eb2-4499-9cfb-07b493288fc3	e8593a6f-f1cc-4f4c-a0c4-6ef93e46268b				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
7b115a76-3055-43d4-a77b-79c046dc7a70	e63e777b-1019-4f2f-b2f0-a8c24d7754f2				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
3a272efa-8737-4b2b-8424-489bf97057c2	4156caa0-a913-46c7-9949-c980d078a596				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
80dc562d-5120-4362-b85b-92ecb5b69da8	d05ab42e-9d93-41a7-a30d-76715d884b61				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
c57212e8-4824-453a-b49f-e92b247714d4	01236d07-b824-490a-ab3d-44ce351e237b				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
940c7381-ad9d-42fa-b4bb-a93a139f121c	f4246e1b-f3db-4ac9-b34f-7689f0adfa04				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
126b21b3-1397-4d31-a7bd-e182da0d6ad3	1822c0fe-c15f-4b48-aadf-e606eadb22f2				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
9ae3a79f-7e2d-41d2-a68d-70fc3914d71b	3da6b127-1b9e-4969-9c2d-868e03c10d2b				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
e16ef7db-8451-463e-b90a-2d38ba04c224	d75bd81f-bba3-4100-b123-c8980425e42d				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
3bdfbd7f-313d-433c-b1fa-44abba962108	9ce3f657-80d9-4937-a5e9-c1e3c21e48af				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
dc41bec6-5e80-4e3f-badb-ce6e1205f5db	690fbd17-b1d4-4e0f-ad2e-a575991eaeaf				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
13dbefd8-01a3-4b75-a093-6ac16a5b305f	c0052de7-55b4-42af-ab18-5469dbc6a25e				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
694e48d5-5a3e-4248-8ed6-1e300a5aae11	9f9fbebf-95e7-4e18-bb1e-6c531b39e79f				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
bcee009c-18ed-488b-83cb-e5bb3fbdf174	07a567c7-c6c5-4fcf-88a0-64c7fbc2dc8e				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
466b2e01-c286-4ce6-a554-932a5026bb60	73f546d8-865a-4d48-934c-d38b70aa2b79				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
24f9f3af-1d3b-48b4-a3ce-eaa95000c78b	1e6599c7-9b71-47b2-9cd0-932842cb004a				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
ff817950-2f8d-4a09-8103-e4b976650ad2	50b4edc3-a365-4ac4-8ca4-1b166aaf896a				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
50ae4129-8468-4210-b6e2-0419829a944c	4e2d2a96-d9e7-4155-8ce1-5ab015a5cc6d				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
cb20e60a-a7b5-443e-ab45-681e9da22a78	b83cd405-52fb-4ba7-b955-eb2c8d29298e				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
b090d2e6-145d-4498-913b-0af81321e3df	0b77a648-6cf7-4fa8-9ece-ee28a2b17ca6				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
2f858f32-f6f1-4d2e-9a88-2510e862cfcf	fdf426f1-40db-4253-931a-e03eaaadef54				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
9bf899d1-b2c6-4b3a-9117-03cb0a11cc0c	8a4f7827-a9f2-4695-8791-ee613df8babe				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
39ad38df-8a9c-4518-b5e6-7be472432938	26ba9122-1eeb-4b69-8811-3ea3ea7e308f				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
c9dcd437-3f62-4be1-87af-79c534caac04	3d428b81-3262-4858-873e-325e4c9666c8				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
3944121f-f219-47ce-930a-f03bd69b761c	30ca1da2-780e-4a4c-afbf-41fae54c067a				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
b5f744fa-de35-46bd-a28b-cdedeb250535	49e38fca-40a0-466a-94aa-662a74f17918				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
8e767186-5fbc-4a1f-ae24-9b86d68294b3	7c9a25e6-b257-4cfd-b203-14a2f7b97176				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
a70e6e01-05f5-4420-abf1-b54316151253	26a7b673-c6cf-4b76-a798-8f4f12ba0c3b				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
fac37e0b-dcb5-47b7-aa28-5e4ee39d72ff	6acb64cf-3d41-44f3-b17c-8fb5b6e84104				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
520c2419-4f85-46d9-9a1b-7e531675a011	82325e40-20cd-47f3-b456-2df65276c567				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
de1d81d9-6df0-4764-9f3e-896da64f10c1	b971f8d6-9799-4ef1-aa4d-b747b506d093				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
0198e911-5e00-45e4-9139-4a526f9d3e02	c12b2525-4e25-477a-a598-9df6f2173035				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
98e9481e-08b3-486d-a2ca-f56d69ac3af0	42536cad-c0a0-46f6-9e54-9429c823e722				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
7667e92d-e9a6-4cea-97e7-2d939c105da9	d1a00947-272d-4a07-9a3d-dac672773eb9				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
f617d846-4d50-412b-a513-66947d027387	51b4416c-d1fc-42c9-a726-9867b530199d				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
37f354f3-ccaf-4838-aef9-1d4d04f54420	13d49c55-f761-48ab-839f-b2003a9a5483				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
c41ffd98-cc79-4477-850a-647745a04780	fbacd0e1-7fbe-4bd6-bcb4-24a118fcc273				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
313c1472-077b-40ea-ad93-15eb26b968ae	d68606f3-485a-4578-8846-8821842c8e89				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
04c2bf45-a335-489f-a1b6-ad3d87e859cf	bdbc4df9-d458-4241-bce0-cc1b1bc8b976				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
8aec1c00-4388-4eb2-ae1b-0104dd54b5c3	8ad34c21-218e-40ef-b870-603f553e90cc				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
eb43dd90-5026-46da-91aa-123fbc691424	f0c1ad4b-b3cc-47e0-bba6-b0f501f1b749				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
932de487-3a86-4479-95d2-4b3d120255d0	bc1aaf3a-fd77-4ed2-9ceb-0f0708fd19fe				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
0b437dbd-66ac-4dcc-8fc3-fe4fdf08c245	780a34cd-9c19-43c1-b717-2194aeceba14				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
97ef8f48-e211-4c48-a4a4-e94b6a374e71	e13de894-3e59-4c04-854a-da902e7eb9ee				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
b0b0ad50-5808-4e8a-9a3c-ff2b0321a0c2	2fde4dc2-2518-4d37-a015-341da5efa07a				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
531257d0-8f9a-45ca-80c9-ce7381d15200	3b1e62a6-0c48-4c2f-8d2a-9ec2cf96dc90				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
68719764-bf64-40ec-b056-defbfb5460a6	3e9f1c12-b3d5-4f93-9c8d-5374d82cdaee				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
4ee65540-1903-457f-835f-d59638b3bde4	8c1b8490-d2d3-4394-8c23-9fe6c69e390d				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
6d2023d9-eda1-444f-9687-bc9bafcdc28d	2263b2a8-5b53-4d42-af9c-f9e40fd6e789				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
142984cc-53b4-4f15-bf02-d7c6da31f22c	d1751420-83b3-458c-8b7f-aa233c2aec2b				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
91b4d3c4-177d-400a-976e-869b993dce3a	8db76369-f9a6-4e87-942b-3f9fe6c37938				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
50ccda70-7230-40b9-9c00-9e285f5d0294	89040bdc-7183-4af8-9d93-09f85486fee2				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
4fd4a6c6-3db2-419e-b2da-b2ba74b04c5d	eb75b3a8-5dd7-4b30-9bde-39ab31007ff6				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
de063f7f-62e2-434c-9eda-ae4d735485f2	a2fb2b65-66c6-481d-8d07-c0ddc52de892				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
7ad8628e-852a-4f36-89b9-faa65e7e3dfd	1cdcb62d-ba69-45c2-a541-f2270e54b60b				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
cf214e79-2507-4361-af28-5f2bf0dc0f8a	c52b44ef-065e-498a-ab4e-71fc9417b5b3				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
e96c75ee-1165-400e-9f08-cc1271179033	deb2f992-9f81-40b3-a397-cbbb0652e09b				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
4ccc9c7d-afbd-4456-9038-5ad8488191a0	c76b181d-9002-4334-90ff-55a6e8d244cc				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
a93e7530-919d-4e2d-814d-197edad0329c	97ef8d58-2e63-40e0-af5d-298e7bee6fec				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
664d0428-db40-4187-b64d-3ff477b0b815	efa4ddcb-49bb-48df-9701-59db2d0630fb				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
319ddc03-ae10-4063-8254-bb8f81946825	4e745518-d042-4054-9afd-86439328ef5a				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
d887625e-4cff-4b98-9b7c-832e42ba616e	a2b6290c-c1ac-4605-ad5e-a99101552833				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
008430ac-582e-47dc-9472-7360d970b65e	7a07bae8-5130-4742-a8c7-37f011f45bd6				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
eff81215-d691-481a-a3c1-6bcceed3f81c	b9cf56df-328f-4d25-a407-05b8cacbd190				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
584d6f26-96a1-41c4-93ed-d5fcf5141186	6799b7d4-3b92-4d60-93a1-66df9519eb1e				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
359d56f5-d5d5-4490-8731-779f8cb313f5	00d2603e-6bc7-4853-9900-6ef30da228bb				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
6a3a61b3-b3d4-459b-b539-5bed95ddcd79	54072854-eb6f-4376-9e8d-8613eb414d34				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
a131db65-d452-4fb3-81c3-1036b92181a2	03603582-ae8f-4710-a2b3-7fe703d93834				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
9cb0aeff-854f-4b39-8b3d-c0c9299b1a83	5f6bf619-5dd0-46c4-b1c0-5486ebae7e4a				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
f85c6299-8346-4578-b763-a798eaf93cf9	25ce7629-4321-47d9-ae51-90c2a207318e				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
668f2c92-3680-49e4-ba7a-e5415cf048a6	f7790ef1-06b0-49e5-abcc-4b9654db490d				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
22f66358-c1c5-49ad-a689-001bd35314ef	cb74d5b1-ff6c-40d8-b97a-09765d14bc7c				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
af3cc717-e078-40fa-9e2d-ab3cf468db54	93f1f93a-9e74-4d36-9c65-90f71dcf3c84				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
f361fb01-7e32-4800-93fd-8c2557132ef1	78ed5420-088e-45e4-8b91-e3c3217c8a32				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
1a02afda-e236-4748-b85f-70e53525d801	689496f4-ec4f-4a2c-876a-3bf0359d6736				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
818289cb-4af2-4bb3-9d6f-eda7b3b70c3c	0a0f1119-efb3-4d3d-897d-138c8a429fd7				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
31503971-7afe-4ad7-9e1d-fb554106dc4a	566e390e-cedd-4086-9986-6a661972a767				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
5fbcdec4-0e62-4dab-8c9b-6632b9f1cc0b	b4cd83a2-28df-4f0d-99ad-9695cbac7eac				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
8a81c994-ac1a-42d0-8527-4c6627676ef3	89afbd39-01d7-4792-9ae9-b99d9fac38b7				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
90ea8680-a46b-4dca-b4e9-cc4d02826970	a042ef94-1bf3-4613-aade-fbe0956a7b2d				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
950f94b1-fa9a-4efc-b164-979a95e81545	6c3855bc-e941-46df-8503-e200f3662bea				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
7dade92f-4691-4fb1-aff5-7960e4ea0645	ff36ecb7-359e-4400-afdc-3c4b1937cdd7				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
dd28dd81-8da3-45ba-997c-642c4a4aef12	1cc67a7d-994b-4114-9d3d-120fafb569fb				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
8f0a2701-8b56-4572-ac22-24a7030b9635	2e3d023f-2a45-40c4-8403-2479a7a4c811				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
79045fd5-4bda-40c5-9716-f4b8776474c8	c39da64e-a6ac-432b-84ac-bc3577c395bc				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
bdd65895-bebd-421b-a1db-346a72be1417	e90396df-f073-4eb9-bbb4-b81583202233				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
b2bd86e8-b945-4c92-8934-0a0c550c94df	7d85e1a6-58f1-45e0-8a12-17092d96f576				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
eb7a0412-9eb4-4663-9132-7f37c653bd92	73f70b03-8f5b-4cf3-bd70-e0abe7e7a89d				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
448e80ec-9147-4dee-8f0c-e6b0f632221b	8b4704c0-b32b-4f53-9b8f-5ad884f3f561				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
00ecce91-f8b1-4ce9-9f3c-023caff91c9d	b45eea2d-dc09-46af-b058-606eb6632dc4				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
15415927-2507-47e8-b242-fe3befc293b1	1d91fca7-2ea0-4cd2-8059-8a4546604bf0				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
4069a1a0-5a16-4126-a8da-21dbede833a5	0b438113-51b2-455f-8692-2bc7beaae39b				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
33160cb7-3c52-4f69-ab77-5af661c898f6	e775557b-b1c1-4567-950c-2d058bd89923				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
ddfc93a8-de9b-4e85-84de-804393853db7	424c9731-ae0b-4ce0-973d-d539faffcc25				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
fc9c6030-6734-46dc-ade7-33bf30cbe47c	b98d7cde-22fe-42bf-8735-5936cb5a8f02				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
d0aacac7-d95e-497e-8e20-5535825d683b	c1fb1d20-dc9a-4d7c-b372-01f2ea49b32a				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
7868c92a-d70e-4a3b-bf6f-a9ac85f50bf4	ea29c7bd-d8d0-4af4-b853-3b354567c171				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
b0c0d90a-b19d-431c-8002-1e60c2025868	2cbfda83-fb1c-497d-a8da-001b932616ec				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
bd9c3e9e-39f8-4afc-93de-e9a33f5babb2	ff8f29cf-7016-4d9a-8564-da6f53aa4b86				Observation				t	A				0000-0001-7072-0706					OTHE	Animalia	Chordata	phylum	
e5173ef0-f272-4806-9f91-6e84e0e799a9	1a32f1ae-528e-4b63-800e-5d8892f0400a				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
13e9b4fc-3f93-404a-b54e-b7be696e729e	a406db3d-1039-4d14-a251-d2cce9cdcb15				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
1a112e07-58e9-4b39-90c7-fee030a74461	660d071f-22b8-4c2e-a5fd-6dd7326c2f77				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
46da86d2-851e-49f9-991e-15ead38a8f44	507297ba-f58b-41a3-80cc-b5b264e35c4e				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
f0c4bc57-92fb-49b5-929a-80f1e4f70a80	f1c3cc87-b157-43d7-9e29-2e01e4b89ef5				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
4c8803a4-0879-4ed3-b69f-fea933b47263	677e7a56-4c2b-4e13-81d9-8f6d75df8fbd				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
9527e850-5187-4a2a-b93a-eb49dfb8bf10	ee33e4ef-bbe0-4c06-a738-da9e2bfa94d0				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
811bf4b5-8def-4910-a14e-73e09bb24409	2a725d86-a7d7-40a6-a927-905e0c604437				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
3f5af8c5-fa43-4c3c-8c6d-0163eaa14035	78cce41a-29d2-4eda-a949-bebb852dc1e3				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
54daa015-1384-4a31-8612-cfc047dcc007	0f3fb4f0-45a6-41d6-9d8f-b711bc9f11f3				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
e9a1a730-3333-489b-b05f-1b3332f6a3dd	6c4c2ea6-3647-4134-9a45-7976fb0ee053				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
8c301ff3-8e51-4b8f-b7ba-4c861466c4c9	72f4bca7-1f44-4749-a56e-86fc9877758b				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
5e702646-0788-4db8-b003-ee870ce47c31	7c3bddf7-6bb8-4105-abe8-7f308c468440				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
72f194de-85a1-4bc3-a507-0175aa4c8536	41008eaf-4a52-4ea2-bf8d-aac55b4ec26f				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
f2d18c97-e06f-442c-9444-92bb00a048fb	479d5dd4-9888-417a-8e5b-077de899e5b0				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
9d34f3b2-0e59-4338-a9ba-de675cdb040f	366e12ef-b2af-461d-bd1e-669f88d001f7				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
4c6a43a9-5aed-4322-b520-141848f1a351	6f284bf9-3c4d-4b8f-901f-3bcc1113e508				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
32939e21-91fe-450e-ab49-83d15bca15a5	63005517-8768-4147-b57d-606a3ed64bb6				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
8c5342b4-b3b0-4072-a2d2-b40db60b777f	38f835d5-d7c6-464d-a610-231b5549aaf1				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
9674c1ef-a654-4186-bd41-65c6a6297ac9	44efd5d9-26b4-47e6-ae46-e3eb56f73e70				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
a494d477-37a3-409f-987f-521d4531a708	492463db-b554-4f95-ae31-f115fcfc0d4a				Observation				t	A				0000-0001-7072-0706					SALTRU	Animalia	Salmo trutta	species	
842be433-6dd9-4133-aaca-66ae3437c8b3	6366d665-00f5-4830-a929-8df28c631f70				Observation				t	A				0000-0001-7072-0706					SALSP2	Animalia	Salmonidae	family	
